Player,Rk,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Nation,Pos,Squad,Comp,Calculated_Age,Goals_per_minute,Goals_per_90,Assists_per_90
César Tárrega,2555,21.0,2002.0,1,0.0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Valencia,es La Liga,23.0,0.0,0.0,0.0
Daichi Kamada,1290,26.0,1996.0,29,17.0,1544,17.2,2,2,4,2,0,0,3,0,1.8,1.8,2.8,4.6,40.0,96.0,78.0,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27,jp JPN,MF,Lazio,it Serie A,29.0,0.0012944983818770227,0.11621150493898895,0.11621150493898895
Daiki Hashioka,1106,24.0,1999.0,10,6.0,595,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,3.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,jp JPN,DF,Luton Town,eng Premier League,26.0,0.0,0.0,0.0
Daler Kuzyaev,1405,30.0,1993.0,30,24.0,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,ru RUS,MF,Le Havre,fr Ligue 1,32.0,0.0009564801530368245,0.08616975441619991,0.08616975441619991
Daley Blind,322,33.0,1990.0,34,33.0,2972,33.0,1,2,3,1,0,0,6,0,1.7,1.7,1.1,2.8,48.0,178.5,22.0,0.03,0.06,0.09,0.03,0.09,0.05,0.03,0.09,0.05,0.09,nl NED,DF,Girona,es La Liga,35.0,0.0003363605785401951,0.03029385034837928,0.06058770069675856
Daley Sinkgraven,2444,28.0,1995.0,11,6.0,388,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nl NED,DF,Las Palmas,es La Liga,30.0,0.0,0.0,0.0
Damion Downs,768,19.0,2004.0,10,0.0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.4,0.0,0.75,0.375,0.7249999999999999,0.445,0.0,0.51,0.395,0.51,us USA,"FW,MF",Köln,de Bundesliga,21.0,0.01098901098901099,0.9950248756218907,0.0
Damián Rodríguez,2255,20.0,2003.0,5,3.0,258,2.9,0,2,2,0,0,0,1,0,0.0,0.0,0.8,0.8,2.0,9.0,4.0,0.0,0.3,0.7,0.0,0.7,0.01,0.27,0.28,0.01,0.28,es ESP,MF,Celta Vigo,es La Liga,22.0,0.0,0.0,0.6872852233676977
Damián Suárez,2521,35.0,1988.0,16,15.0,1299,14.4,0,2,2,0,0,0,7,0,0.3,0.3,0.8,1.2,20.0,58.0,47.0,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,uy URU,DF,Getafe,es La Liga,37.0,0.0,0.0,0.13879250520471895
Dan Burn,409,31.0,1992.0,33,32.0,2726,30.3,2,2,4,2,0,0,4,0,3.1,3.1,1.1,4.2,14.0,75.0,25.0,0.07,0.07,0.13,0.07,0.13,0.1,0.04,0.14,0.1,0.14,eng ENG,DF,Newcastle Utd,eng Premier League,33.0,0.0007334066740007334,0.06598482349059716,0.06598482349059716
Dan Ndoye,1882,22.0,2000.0,32,20.0,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.85,1.8,6.6,77.0,36.0,173.0,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34,ch SUI,"FW,MF",Bologna,it Serie A,25.0,0.000564334085778781,0.050735667174023336,0.050735667174023336
Dan-Axel Zagadou,2806,24.0,1999.0,19,16.0,1453,16.1,1,0,1,1,0,0,1,0,1.0,1.0,0.3,1.3,2.0,75.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,fr FRA,DF,Stuttgart,de Bundesliga,26.0,0.000687757909215956,0.06207324643078832,0.0
Dane Scarlett,2375,19.0,2004.0,4,0.0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,FW,Tottenham,eng Premier League,21.0,0.0,0.0,0.0
Dango Ouattara,2003,21.0,2002.0,30,12.0,1229,13.7,1,2,3,1,0,0,3,0,2.6,2.6,1.5,4.1,47.0,35.0,90.0,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.3,0.19,0.3,bf BFA,"FW,DF",Bournemouth,eng Premier League,23.0,0.0008130081300813008,0.07293946024799416,0.14587892049598833
Dani Carvajal,472,31.0,1992.0,28,25.0,2171,24.1,4,3,7,4,0,0,5,0,1.7,1.7,2.7,4.4,30.0,82.0,168.0,0.17,0.12,0.29,0.17,0.29,0.07,0.11,0.18,0.07,0.18,es ESP,DF,Real Madrid,es La Liga,33.0,0.001841620626151013,0.16590626296142677,0.12442969722107008
Dani Ceballos,496,26.0,1996.0,20,5.0,598,6.6,0,2,2,0,0,0,2,0,0.3,0.3,1.5,1.8,16.0,47.0,23.0,0.0,0.3,0.3,0.0,0.3,0.05,0.22,0.27,0.05,0.27,es ESP,"MF,FW",Real Madrid,es La Liga,29.0,0.0,0.0,0.30257186081694404
Dani García,940,33.0,1990.0,17,7.0,745,8.3,1,0,1,1,0,0,4,0,0.8,0.8,0.2,1.0,3.0,36.0,4.0,0.12,0.0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12,es ESP,MF,Athletic Club,es La Liga,35.0,0.0013404825737265416,0.12033694344163658,0.0
Dani Olmo,1967,25.0,1998.0,21,17.0,1449,16.1,4,5,9,4,0,0,0,0,3.3,3.3,4.35,8.8,60.0,68.0,111.0,0.25,0.3,0.56,0.25,0.56,0.21,0.3225,0.55,0.21,0.55,es ESP,MF,RB Leipzig,de Bundesliga,27.0,0.002758620689655172,0.24829298572315328,0.3103662321539416
Dani Rodríguez,2256,35.0,1988.0,36,31.0,2615,29.1,2,4,6,2,0,0,9,0,1.4,1.4,4.1,5.5,54.0,118.0,110.0,0.07,0.14,0.21,0.07,0.21,0.05,0.14,0.19,0.05,0.19,es ESP,MF,Mallorca,es La Liga,37.0,0.0007645259938837921,0.06870491240123668,0.13740982480247335
Daniel Bandeira,208,23.0,2000.0,14,3.0,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,pt POR,MF,Hellas Verona,it Serie A,25.0,0.0,0.0,0.0
Daniel Batz,237,32.0,1991.0,4,4.0,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,GK,Mainz 05,de Bundesliga,34.0,0.0,0.0,0.0
Daniel Bentley,282,30.0,1993.0,5,3.0,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,GK,Wolves,eng Premier League,32.0,0.0,0.0,0.0
Daniel Boloca,333,24.0,1998.0,30,23.0,2022,22.5,1,0,1,1,0,0,6,0,0.5,0.5,0.4,0.9,27.0,109.0,17.0,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,ro ROU,MF,Sassuolo,it Serie A,27.0,0.0004943153732081067,0.0444247001332741,0.0
Daniel Fuzato,921,26.0,1997.0,1,0.0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br BRA,GK,Getafe,es La Liga,28.0,0.0,0.0,0.0
Daniel Gore,1015,18.0,2004.0,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,MF,Manchester Utd,eng Premier League,21.0,0.0,0.0,0.0
Daniel Jebbison,1227,19.0,2003.0,1,0.0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,FW,Sheffield Utd,eng Premier League,22.0,0.0,0.0,0.0
Daniel Maldini,1582,21.0,2001.0,18,5.0,596,6.6,4,1,5,4,0,0,1,0,1.6,1.6,1.2,2.6999999999999997,22.0,20.0,32.0,0.4,0.27,0.75,0.375,0.7249999999999999,0.44000000000000006,0.32,0.77,0.395,0.7250000000000001,it ITA,"MF,FW",Monza,it Serie A,24.0,0.006700167504187605,0.6051437216338881,0.15128593040847202
Daniel Muñoz,1837,27.0,1996.0,16,16.0,1439,16.0,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25.0,38.0,80.0,0.0,0.25,0.25,0.0,0.25,0.08,0.15,0.23,0.08,0.23,co COL,"DF,MF",Crystal Palace,eng Premier League,29.0,0.0,0.0,0.24984384759525294
Daniel Parejo,2042,34.0,1989.0,33,29.0,2580,28.7,3,5,8,0,0,0,4,0,2.9,0.6,3.0,3.6,11.0,178.5,28.0,0.1,0.17,0.28,0.0,0.17,0.1,0.1,0.21,0.02,0.12,es ESP,MF,Villarreal,es La Liga,36.0,0.001162340178225494,0.1044932079414838,0.17415534656913967
Daniel Peretz,2091,23.0,2000.0,1,0.0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,il ISR,GK,Bayern Munich,de Bundesliga,25.0,0.0,0.0,0.0
Daniel Vivian,2723,24.0,1999.0,33,31.0,2878,32.0,0,0,0,0,0,0,6,0,0.6,0.6,0.7,1.3,23.0,123.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,es ESP,DF,Athletic Club,es La Liga,26.0,0.0,0.0,0.0
Daniele Rugani,2293,29.0,1994.0,17,13.0,1187,13.2,2,0,2,2,0,0,2,0,1.6,1.6,0.4,2.0,2.0,46.0,2.0,0.15,0.0,0.15,0.15,0.15,0.12,0.03,0.15,0.12,0.15,it ITA,DF,Juventus,it Serie A,31.0,0.0016835016835016834,0.1514004542013626,0.0
Daniele Sommariva,2475,26.0,1997.0,1,0.0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,Genoa,it Serie A,28.0,0.0,0.0,0.0
Danilho Doekhi,738,25.0,1998.0,24,24.0,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7.0,65.0,6.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,nl NED,DF,Union Berlin,de Bundesliga,27.0,0.0009254974548819991,0.08329862557267805,0.0
Danilo,632,22.0,2001.0,58,47.0,4244,47.099999999999994,3,3,6,3,0,0,10,0,3.1,3.1,2.4,5.6,40.0,178.5,49.0,0.14,0.14,0.27,0.14,0.27,0.14,0.11,0.25,0.14,0.25,br BRA,MF,Nott'ham Forest,eng Premier League,24.0,0.0007067137809187279,0.06368074718743368,0.06368074718743368
Danilo Cataldi,492,28.0,1994.0,28,15.0,1361,15.1,1,0,1,1,0,0,8,0,0.4,0.4,0.8,1.1,9.0,69.0,7.0,0.07,0.0,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08,it ITA,MF,Lazio,it Serie A,31.0,0.0007342143906020558,0.06618133686300463,0.0
Danilo D'Ambrosio,621,34.0,1988.0,24,16.0,1536,17.1,0,0,0,0,0,0,5,0,0.7,0.7,0.2,0.8,12.0,61.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,it ITA,DF,Monza,it Serie A,37.0,0.0,0.0,0.0
Danilo Pereira,2088,31.0,1991.0,26,22.0,1995,22.2,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,28.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,pt POR,DF,Paris S-G,fr Ligue 1,34.0,0.0,0.0,0.0
Danilo Soares,2463,31.0,1991.0,5,3.0,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,br BRA,DF,Bochum,de Bundesliga,34.0,0.0,0.0,0.0
Danley Jean-Jacques,1225,23.0,2000.0,33,30.0,2682,29.8,0,0,0,0,0,0,5,0,2.9,2.9,0.6,3.5,35.0,84.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,ht HAI,MF,Metz,fr Ligue 1,25.0,0.0,0.0,0.0
Danny Ings,1190,31.0,1992.0,20,3.0,404,4.5,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.5,7.0,8.0,29.0,0.22,0.0,0.22,0.22,0.22,0.28,0.06,0.34,0.28,0.34,eng ENG,FW,West Ham,eng Premier League,33.0,0.0024691358024691358,0.22172949002217296,0.0
Danny Welbeck,2757,32.0,1990.0,29,21.0,1693,18.8,5,1,6,5,0,0,4,0,5.3,4.85,1.7,7.0,32.0,44.0,100.0,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37,eng ENG,"FW,MF",Brighton,eng Premier League,35.0,0.0029515938606847697,0.26581605528973945,0.05316321105794789
Danny da Costa,584,30.0,1993.0,19,9.0,830,9.2,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,22.0,40.0,53.0,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16,de GER,DF,Mainz 05,de Bundesliga,32.0,0.0,0.0,0.10857763300760044
Dante,637,39.0,1983.0,32,32.0,2843,31.6,1,1,2,1,0,0,5,0,0.9,0.9,1.0,2.0,13.0,178.5,6.0,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.06,br BRA,DF,Nice,fr Ligue 1,42.0,0.00035161744022503517,0.031635558367605184,0.031635558367605184
Dany Mota,1814,25.0,1998.0,34,24.0,2049,22.8,4,3,7,4,0,0,3,0,3.6,3.6,3.0,6.5,77.0,57.0,152.0,0.18,0.13,0.31,0.18,0.31,0.16,0.13,0.29,0.16,0.29,pt POR,"FW,MF",Monza,it Serie A,27.0,0.001951219512195122,0.17536168347216133,0.13152126260412098
Daouda Traoré,2629,17.0,2006.0,1,0.0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,fr FRA,MF,Nice,fr Ligue 1,19.0,0.0,0.0,0.0
Dara O'Shea,1938,24.0,1999.0,33,32.0,2892,32.1,3,4,7,3,0,0,5,0,0.7,0.7,2.0,2.7,32.0,122.0,10.0,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,ie IRL,DF,Burnley,eng Premier League,26.0,0.0010369858278603526,0.09342883836810963,0.12457178449081284
Darko Brašanac,372,31.0,1992.0,2,0.0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,rs SRB,MF,Osasuna,es La Liga,33.0,0.0,0.0,0.0
Darko Lazović,1441,32.0,1990.0,32,22.0,1928,21.4,3,2,5,2,0,0,0,0,2.8,2.0,4.35,6.4,43.0,66.0,139.0,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3,rs SRB,"FW,MF",Hellas Verona,it Serie A,35.0,0.0015552099533437014,0.14012143858010276,0.09341429238673517
Darlin Yongwa,2800,22.0,2000.0,22,11.0,1159,12.9,1,1,2,1,0,0,3,0,0.7,0.7,1.4,2.1,39.0,43.0,81.0,0.08,0.08,0.16,0.08,0.16,0.06,0.1,0.16,0.06,0.16,cm CMR,DF,Lorient,fr Ligue 1,25.0,0.0008620689655172414,0.07745933384972889,0.07745933384972889
Darwin Machís,1552,30.0,1993.0,21,10.0,785,8.7,4,0,4,3,0,0,0,0,1.4,0.6,0.7,1.3,20.0,15.0,54.0,0.4,0.0,0.46,0.34,0.34,0.16,0.08,0.24,0.07,0.15,ve VEN,MF,Cádiz,es La Liga,32.0,0.005089058524173028,0.4592422502870265,0.0
Darwin Núñez,1926,24.0,1999.0,36,22.0,2047,22.7,5,5,10,5,0,0,9,0,5.3500000000000005,4.85,4.35,9.55,58.0,54.0,183.0,0.4,0.3,0.75,0.375,0.7249999999999999,0.445,0.27,0.7750000000000001,0.395,0.7250000000000001,uy URU,FW,Liverpool,eng Premier League,26.0,0.00244140625,0.22016732716864817,0.22016732716864817
David Akpan Ankeye,60,21.0,2002.0,6,0.0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ng NGA,FW,Genoa,it Serie A,23.0,0.0,0.0,0.0
David Alaba,62,31.0,1992.0,14,14.0,1154,12.8,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.6,9.0,51.0,13.0,0.0,0.08,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13,at AUT,DF,Real Madrid,es La Liga,33.0,0.0,0.0,0.078064012490242
David Brooks,391,26.0,1997.0,13,2.0,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1.0,3.2,8.0,21.0,27.0,0.32,0.3,0.64,0.32,0.64,0.445,0.3225,0.7750000000000001,0.395,0.7250000000000001,wls WAL,"FW,MF",Bournemouth,eng Premier League,28.0,0.0035335689045936395,0.3215434083601286,0.3215434083601286
David Datro Fofana,645,20.0,2002.0,27,18.0,1561,17.4,5,1,6,5,0,0,1,0,5.3500000000000005,4.85,2.1,9.5,41.0,29.0,105.0,0.4,0.1,0.64,0.375,0.64,0.445,0.24,0.7750000000000001,0.395,0.7250000000000001,ci CIV,FW,Burnley,eng Premier League,23.0,0.003201024327784891,0.2871912693854107,0.05743825387708214
David García,941,29.0,1994.0,27,27.0,2334,25.9,0,1,1,0,0,0,5,0,1.0,1.0,1.3,2.2,21.0,133.0,4.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09,es ESP,DF,Osasuna,es La Liga,31.0,0.0,0.0,0.0385951370127364
David Gil,977,29.0,1994.0,5,4.0,372,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,GK,Cádiz,es La Liga,31.0,0.0,0.0,0.0
David Jurásek,1267,22.0,2000.0,13,4.0,496,5.5,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.1,12.0,12.0,38.0,0.0,0.18,0.18,0.0,0.18,0.03,0.18,0.21,0.03,0.21,cz CZE,DF,Hoffenheim,de Bundesliga,25.0,0.0,0.0,0.18148820326678766
David López,1507,33.0,1989.0,25,25.0,1965,21.8,3,0,3,3,0,0,4,0,2.1,1.9,0.2,2.1,15.0,54.0,1.0,0.14,0.0,0.14,0.14,0.14,0.1,0.01,0.11,0.09,0.1,es ESP,DF,Girona,es La Liga,36.0,0.001525940996948118,0.1375515818431912,0.0
David Mamutovic,1590,22.0,2000.0,2,0.0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de GER,"FW,DF",Mainz 05,de Bundesliga,25.0,0.0,0.0,0.0
David Okereke,1955,25.0,1997.0,9,3.0,252,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,8.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,ng NGA,"FW,MF",Torino,it Serie A,28.0,0.0,0.0,0.0
David Ozoh,2016,18.0,2005.0,9,0.0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,"MF,DF",Crystal Palace,eng Premier League,20.0,0.0,0.0,0.0
David Pereira da Costa,585,22.0,2001.0,25,17.0,1494,16.6,4,2,6,4,0,0,3,0,3.0,3.0,3.5,6.5,53.0,73.0,101.0,0.24,0.12,0.36,0.24,0.36,0.18,0.21,0.39,0.18,0.39,pt POR,MF,Lens,fr Ligue 1,24.0,0.0026755852842809363,0.24081878386514144,0.12040939193257072
David Raum,2201,25.0,1998.0,31,31.0,2739,30.4,2,5,10,2,0,0,6,0,0.8,0.8,4.35,8.0,77.0,131.0,183.0,0.07,0.26,0.33,0.07,0.33,0.02,0.24,0.26,0.02,0.26,de GER,DF,RB Leipzig,de Bundesliga,27.0,0.00072992700729927,0.06576783952647156,0.16441959881617887
David Raya,2203,27.0,1995.0,32,32.0,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,GK,Arsenal,eng Premier League,30.0,0.0,0.0,0.0
David Soria,2478,30.0,1993.0,38,38.0,3413,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,GK,Getafe,es La Liga,32.0,0.0,0.0,0.0
David Zima,2836,22.0,2000.0,5,0.0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cz CZE,DF,Torino,it Serie A,25.0,0.0,0.0,0.0
Davide Bartesaghi,227,17.0,2005.0,6,0.0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,"DF,MF",Milan,it Serie A,20.0,0.0,0.0,0.0
Davide Bettella,302,23.0,2000.0,1,0.0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,MF,Monza,it Serie A,25.0,0.0,0.0,0.0
Davide Biraschi,310,29.0,1994.0,1,1.0,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0.0,5.0,4.0,0.4,0.0,0.75,0.375,0.7249999999999999,0.1,0.0,0.1,0.1,0.1,it ITA,DF,Genoa,it Serie A,31.0,0.01098901098901099,0.9900990099009901,0.0
Davide Calabria,424,26.0,1996.0,29,26.0,2185,24.3,1,3,4,1,0,0,5,0,1.3,1.3,1.2,2.5,31.0,140.0,66.0,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,it ITA,DF,Milan,it Serie A,29.0,0.0004574565416285453,0.04113533525298231,0.12340600575894692
Davide Faraoni,846,31.0,1991.0,19,11.0,994,11.100000000000001,0,2,2,0,0,0,5,0,0.5,0.5,0.8,1.3,20.0,45.0,47.0,0.0,0.3,0.38,0.0,0.38,0.08,0.13,0.22,0.08,0.22,it ITA,DF,Hellas Verona,it Serie A,34.0,0.0,0.0,0.18001800180018
Davide Frattesi,907,23.0,1999.0,32,6.0,955,10.6,5,3,9,5,0,0,1,0,5.3500000000000005,4.85,1.9,9.0,27.0,37.0,40.0,0.4,0.28,0.75,0.375,0.7249999999999999,0.445,0.18,0.7750000000000001,0.395,0.7250000000000001,it ITA,MF,Inter,it Serie A,26.0,0.005230125523012552,0.471253534401508,0.2827521206409048
Davide Zappacosta,2820,31.0,1992.0,31,23.0,1867,20.7,2,1,3,2,0,0,5,0,2.2,2.2,1.4,3.7,67.0,78.0,132.0,0.1,0.05,0.14,0.1,0.14,0.11,0.07,0.18,0.11,0.18,it ITA,DF,Atalanta,it Serie A,33.0,0.0010706638115631692,0.09657170449058425,0.048285852245292124
Davie Selke,2405,28.0,1995.0,19,16.0,1265,14.1,5,0,6,5,0,0,3,0,4.8,4.8,0.4,5.2,9.0,17.0,46.0,0.4,0.0,0.43,0.375,0.43,0.34,0.03,0.37,0.34,0.37,de GER,FW,Köln,de Bundesliga,30.0,0.0039494470774091624,0.35435861091424525,0.0
Davinson Sánchez,2339,27.0,1996.0,1,0.0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,co COL,DF,Tottenham,eng Premier League,29.0,0.0,0.0,0.0
Davy Klaassen,1342,30.0,1993.0,13,1.0,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,nl NED,MF,Inter,it Serie A,32.0,0.0,0.0,0.0
Dawid Kownacki,1382,26.0,1997.0,22,3.0,380,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.6,5.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39,pl POL,FW,Werder Bremen,de Bundesliga,28.0,0.0,0.0,0.0
Dayot Upamecano,2659,24.0,1998.0,25,19.0,1762,19.6,1,0,1,1,0,0,3,0,1.7,1.7,0.5,2.1,28.0,137.0,10.0,0.05,0.0,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11,fr FRA,DF,Bayern Munich,de Bundesliga,27.0,0.0005672149744753262,0.05099439061703212,0.0
Dean Henderson,1116,26.0,1997.0,18,18.0,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng ENG,GK,Crystal Palace,eng Premier League,28.0,0.0,0.0,0.0
Dean Huijsen,1167,18.0,2005.0,14,4.0,522,5.8,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,4.0,20.0,15.0,0.35,0.0,0.35,0.35,0.35,0.07,0.01,0.08,0.07,0.08,es ESP,DF,Roma,it Serie A,20.0,0.0038240917782026767,0.34423407917383825,0.0
Declan Rice,2226,24.0,1999.0,38,37.0,3225,35.8,5,5,10,5,0,0,5,0,3.3,3.3,4.35,8.6,75.0,178.5,64.0,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,eng ENG,MF,Arsenal,eng Premier League,26.0,0.0015499070055796653,0.1396258028483664,0.1396258028483664
Deiver Machado,1551,29.0,1993.0,19,13.0,1124,12.5,4,0,4,4,0,0,4,0,1.7,1.7,1.3,2.9,22.0,26.0,74.0,0.32,0.0,0.32,0.32,0.32,0.13,0.1,0.24,0.13,0.24,co COL,DF,Lens,fr Ligue 1,32.0,0.0035555555555555557,0.319744204636291,0.0
