Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,name_norm,match_type
1312,Michael Keane,eng ENG,DC,Everton,eng Premier League,30,1993,4.9,171,221,77.4,3519,1261,47,60,78.3,98,113,86.7,23,42,54.8,0,0.0,0.1,0.0,0,15,0,0,14,Matches,michael keane,exact
1313,Ibrahima Kebe,ml MLI,MIL,Girona,es La Liga,22,2000,0.1,5,8,62.5,67,10,3,6,50.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,ibrahima kebe,exact
1314,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19,2004,5.8,209,260,80.4,3723,1447,91,104,87.5,102,117,87.2,15,32,46.9,0,0.1,0.1,-0.1,3,13,0,0,13,Matches,kevin keben biakolo,original
1315,Yassine Kechta,ma MAR,MC,Le Havre,fr Ligue 1,21,2002,20.5,778,960,81.0,13063,3630,347,393,88.3,333,387,86.0,63,116,54.3,1,2.2,1.4,-1.2,27,87,11,0,122,Matches,yassine kechta,exact
1316,Thilo Kehrer,de GER,DEF,West Ham,eng Premier League,26,1996,0.2,9,9,100.0,86,36,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches,thilo kehrer,exact
1317,Thilo Kehrer,de GER,DEF,Monaco,fr Ligue 1,26,1996,14.7,859,966,88.9,16369,6851,292,325,89.8,463,496,93.3,88,118,74.6,1,1.1,0.3,-0.1,5,88,2,0,90,Matches,thilo kehrer,exact
1318,Habib Keita,ml MLI,MC,Clermont Foot,fr Ligue 1,21,2002,14.2,591,675,87.6,11080,2447,253,287,88.2,253,278,91.0,74,89,83.1,0,0.6,0.6,-0.6,10,45,7,0,53,Matches,habib keita,exact
1319,Naby Keïta,gn GUI,MIL,Werder Bremen,de Bundesliga,28,1995,1.2,52,67,77.6,844,293,22,27,81.5,23,28,82.1,4,8,50.0,0,0.0,0.0,0.0,0,8,2,0,13,Matches,naby keita,exact
1320,Yannik Keitel,de GER,DC,Freiburg,de Bundesliga,23,2000,10.2,443,560,79.1,8934,3894,145,170,85.3,239,260,91.9,57,115,49.6,0,0.4,0.2,-0.4,2,49,4,0,48,Matches,yannik keitel,exact
1321,Caoimhín Kelleher,ie IRL,G,Liverpool,eng Premier League,24,1998,10.0,359,442,81.2,8077,5323,101,101,100.0,196,198,99.0,62,140,44.3,0,0.0,0.0,0.0,1,9,0,0,1,Matches,caoimhin kelleher,exact
1322,Thomas Keller,de GER,MIL,Heidenheim,de Bundesliga,23,1999,0.0,5,7,71.4,73,37,3,3,100.0,0,0,,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches,thomas keller,lastname:thomas leon keller
1323,Lloyd Kelly,eng ENG,DG,Bournemouth,eng Premier League,24,1998,17.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,1,1.2,0.8,-0.2,9,76,7,4,56,Matches,lloyd kelly,exact
1324,Omari Kellyman,eng ENG,MIL,Aston Villa,eng Premier League,17,2005,0.4,6,7,85.7,78,11,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches,omari kellyman,exact
1325,Aljoscha Kemlein,de GER,MIL,Union Berlin,de Bundesliga,18,2004,0.3,7,9,77.8,122,52,3,4,75.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,aljoscha kemlein,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
1326,Tobias Kempe,de GER,MC,Darmstadt 98,de Bundesliga,34,1989,15.0,413,557,74.1,6804,2095,223,251,88.8,127,160,79.4,48,101,47.5,2,2.1,2.5,-0.1,28,38,5,3,44,Matches,tobias kempe,exact
1327,Milos Kerkez,hu HUN,DG,Bournemouth,eng Premier League,19,2003,21.9,613,844,72.6,9811,3390,322,375,85.9,237,333,71.2,43,94,45.7,1,0.8,1.0,+0.2,12,34,14,9,44,Matches,milos kerkez,exact
1328,Kaine Kesler-Hayden,eng ENG,DEF,Aston Villa,eng Premier League,20,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,kaine kesler-hayden,exact
1329,Reda Khadra,de GER,MIL,Reims,fr Ligue 1,22,2001,15.2,289,389,74.3,4676,1169,131,162,80.9,118,149,79.2,21,41,51.2,3,3.5,2.4,-0.5,22,21,19,9,40,Matches,reda khadra,exact
1330,Wahbi Khazri,tn TUN,AG,Montpellier,fr Ligue 1,32,1991,12.6,227,318,71.4,3892,1215,108,141,76.6,71,98,72.4,28,47,59.6,0,1.2,0.8,-1.2,10,21,5,2,33,Matches,wahbi khazri,exact
1331,Rani Khedira,de GER,MC,Union Berlin,de Bundesliga,29,1994,14.9,329,450,73.1,5258,1287,160,192,83.3,135,174,77.6,19,45,42.2,0,0.1,0.5,-0.1,5,21,5,1,35,Matches,rani khedira,exact
1332,Abdukodir Khusanov,uz UZB,DC,Lens,fr Ligue 1,19,2004,9.0,383,439,87.2,7213,2415,140,152,92.1,203,219,92.7,36,59,61.0,0,0.1,0.2,-0.1,1,28,1,0,23,Matches,abdukodir khusanov,exact
1333,Kiké,es ESP,"FW,MF",Alavés,es La Liga,33,1989,15.8,200,301,66.4,2973,589,105,147,71.4,67,95,70.5,11,19,57.9,2,2.0,1.4,0.0,18,15,8,2,32,Matches,kike,original
1334,Luca Kilian,de GER,DC,Köln,de Bundesliga,23,1999,7.1,241,317,76.0,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0,0.0,0.0,0.0,1,11,0,0,12,Matches,luca kilian,exact
1335,Max Kilman,eng ENG,DC,Wolves,eng Premier League,26,1997,38.0,1979,2309,85.7,36846,13119,766,824,93.0,1008,1087,92.7,183,346,52.9,0,1.4,1.1,-1.4,17,109,11,1,117,Matches,max kilman,exact
1336,Joshua Kimmich,de GER,MDC,Bayern Munich,de Bundesliga,28,1995,24.2,1951,2267,86.1,35635,10089,809,864,93.6,923,1013,91.1,187,320,58.4,6,7.1,9.3,-1.1,72,188,51,18,229,Matches,joshua kimmich,exact
1337,Jakub Kiwior,pl POL,DG,Arsenal,eng Premier League,23,2000,10.5,523,625,83.7,8555,3042,270,303,89.1,214,249,85.9,34,58,58.6,3,0.9,0.6,+2.1,6,43,8,3,55,Matches,jakub kiwior,exact
1338,Simon Kjær,dk DEN,DC,Milan,it Serie A,34,1989,13.0,735,833,88.2,13856,5025,257,274,93.8,409,435,94.0,62,108,57.4,1,0.8,0.6,+0.2,4,42,1,0,52,Matches,simon kjær,exact
1339,Davy Klaassen,nl NED,MC,Inter,it Serie A,30,1993,2.3,82,95,86.3,1290,289,46,52,88.5,28,29,96.6,6,7,85.7,0,0.2,0.2,-0.2,3,6,1,0,7,Matches,davy klaassen,exact
1340,Christoph Klarer,at AUT,DC,Darmstadt 98,de Bundesliga,23,2000,26.2,1044,1200,87.0,20473,6575,336,363,92.6,586,633,92.6,111,176,63.1,2,0.9,1.0,+1.1,12,58,4,1,64,Matches,christoph klarer,exact
1341,Tim Kleindienst,de GER,BU,Heidenheim,de Bundesliga,27,1995,31.9,516,874,59.0,7296,1708,295,462,63.9,147,231,63.6,30,47,63.8,3,3.3,2.0,-0.3,27,58,10,2,73,Matches,tim kleindienst,exact
1342,Lukas Klostermann,de GER,DC,RB Leipzig,de Bundesliga,27,1996,16.0,1035,1155,89.6,19235,6293,340,372,91.4,610,647,94.3,77,112,68.8,0,0.4,0.9,-0.4,5,77,7,0,90,Matches,lukas klostermann,exact
1343,Justin Kluivert,nl NED,MOC,Bournemouth,eng Premier League,24,1999,21.3,288,421,68.4,4393,1193,147,194,75.8,104,137,75.9,18,32,56.3,1,1.9,1.6,-0.9,21,10,24,2,50,Matches,justin kluivert,exact
1344,Ansgar Knauff,de GER,MOC,Eint Frankfurt,de Bundesliga,21,2002,23.4,475,747,63.6,7063,2278,274,355,77.2,160,245,65.3,26,60,43.3,2,2.3,2.7,-0.3,18,25,26,10,57,Matches,ansgar knauff,exact
1345,Robin Knoche,de GER,DC,Union Berlin,de Bundesliga,31,1992,21.3,931,1153,80.7,18490,7064,269,307,87.6,539,606,88.9,107,204,52.5,0,0.3,0.4,-0.3,3,49,3,0,71,Matches,robin knoche,exact
1346,Gregor Kobel,ch SUI,G,Dortmund,de Bundesliga,25,1997,26.3,974,1175,82.9,24299,15016,210,211,99.5,500,505,99.0,259,450,57.6,0,0.0,0.0,0.0,0,13,1,0,0,Matches,gregor kobel,exact
1347,Robin Koch,de GER,DC,Eint Frankfurt,de Bundesliga,27,1996,30.4,1902,2161,88.0,36596,12775,590,638,92.5,1145,1225,93.5,158,262,60.3,0,0.2,0.6,-0.2,4,97,4,0,116,Matches,robin koch,exact
1348,Philipp Köhn,ch SUI,G,Monaco,fr Ligue 1,25,1998,22.0,479,667,71.8,13030,9307,81,81,100.0,238,240,99.2,159,344,46.2,0,0.0,0.0,0.0,0,4,0,0,0,Matches,philipp kohn,exact
1349,Dominik Kohr,de GER,DC,Mainz 05,de Bundesliga,29,1994,24.3,876,1159,75.6,16488,5668,326,390,83.6,454,540,84.1,82,181,45.3,0,1.2,1.2,-1.2,15,87,15,5,99,Matches,dominik kohr,exact
1350,Koke,es ESP,MC,Atlético Madrid,es La Liga,31,1992,27.7,2037,2263,90.0,33074,10659,1066,1117,95.4,724,790,91.6,174,242,71.9,4,3.6,3.0,+0.4,26,196,33,1,212,Matches,koke,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
1351,Sead Kolašinac,ba BIH,DC,Atalanta,it Serie A,30,1993,24.2,1077,1278,84.3,16702,6039,583,638,91.4,433,494,87.7,41,86,47.7,0,1.1,0.6,-1.1,8,79,7,2,94,Matches,sead kolasinac,exact
1352,Luca Koleosho,it ITA,MG,Burnley,eng Premier League,18,2004,10.8,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19,Matches,luca koleosho,exact
1353,Randal Kolo Muani,fr FRA,BU,Paris S-G,fr Ligue 1,24,1998,14.1,259,359,72.1,3749,980,157,204,77.0,77,101,76.2,12,21,57.1,5,3.3,1.6,+1.7,26,23,14,3,42,Matches,randal kolo muani,exact
1354,Randal Kolo Muani,fr FRA,BU,Eint Frankfurt,de Bundesliga,24,1998,1.7,17,26,65.4,227,67,11,15,73.3,3,4,75.0,2,4,50.0,0,0.0,0.0,0.0,0,2,1,0,3,Matches,randal kolo muani,exact
1355,Mert Kömür,de GER,MOC,Augsburg,de Bundesliga,18,2005,1.3,30,34,88.2,462,132,17,19,89.5,9,9,100.0,2,2,100.0,0,0.0,0.1,0.0,1,1,2,0,4,Matches,mert komur,exact
1356,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19,2004,11.9,319,484,65.9,5214,1779,162,210,77.1,125,175,71.4,24,70,34.3,1,1.6,1.3,-0.6,16,27,13,6,37,Matches,cheick konate,original
1357,Ibrahima Konaté,fr FRA,DC,Liverpool,eng Premier League,24,1999,17.5,1286,1463,87.9,22733,9043,514,566,90.8,673,718,93.7,81,140,57.9,0,0.4,0.5,-0.4,8,145,8,0,118,Matches,ibrahima konate,exact
1358,Geoffrey Kondogbia,cf CTA,MC,Marseille,fr Ligue 1,30,1993,16.3,832,952,87.4,14691,4488,359,389,92.3,379,413,91.8,72,108,66.7,0,0.5,1.0,-0.5,11,105,11,1,93,Matches,geoffrey kondogbia,exact
1359,Abdoul Koné,fr FRA,DD,Reims,fr Ligue 1,18,2005,2.1,53,85,62.4,1041,401,19,24,79.2,26,42,61.9,8,17,47.1,0,0.7,0.0,-0.7,2,6,1,0,5,Matches,abdoul kone,exact
1360,Amadou Koné,ml MLI,MC,Reims,fr Ligue 1,18,2005,5.3,204,256,79.7,3787,1027,72,95,75.8,99,113,87.6,23,28,82.1,0,0.2,0.1,-0.2,3,19,1,0,28,Matches,amadou kone,exact
1361,Ibrahima Koné,ml MLI,ATT,Almería,es La Liga,24,1999,3.1,38,56,67.9,533,141,22,30,73.3,13,18,72.2,2,3,66.7,0,0.1,0.5,-0.1,2,0,0,0,3,Matches,ibrahima kone,exact
1362,Ibrahima Koné,ml MLI,ATT,Lorient,fr Ligue 1,24,1999,0.4,2,3,66.7,16,7,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,ibrahima kone,exact
1363,Manu Koné,fr FRA,MC,Gladbach,de Bundesliga,22,2001,17.3,583,688,84.7,8747,2218,330,368,89.7,199,225,88.4,31,44,70.5,0,1.2,0.8,-1.2,24,45,12,0,70,Matches,manu kone,exact
1364,Ezri Konsa,eng ENG,DD,Aston Villa,eng Premier League,25,1997,34.1,1907,2094,91.1,31947,10672,827,878,94.2,959,1029,93.2,95,129,73.6,0,0.5,1.0,-0.5,8,132,14,2,136,Matches,ezri konsa,exact
1365,Teun Koopmeiners,nl NED,MOC,Atalanta,it Serie A,25,1998,29.2,1092,1419,77.0,18824,6491,505,590,85.6,442,531,83.2,107,201,53.2,5,5.9,5.4,-0.9,60,126,45,17,169,Matches,teun koopmeiners,exact
1366,Odilon Kossounou,ci CIV,DC,Leverkusen,de Bundesliga,22,2001,20.1,1274,1428,89.2,19913,6199,680,733,92.8,497,535,92.9,75,105,71.4,0,0.7,1.5,-0.7,10,155,16,0,141,Matches,odilon kossounou,exact
1367,Filip Kostić,rs SRB,MG,Juventus,it Serie A,30,1992,20.2,726,997,72.8,12641,4579,339,386,87.8,308,396,77.8,65,152,42.8,4,5.4,4.1,-1.4,40,53,30,19,88,Matches,filip kostic,exact
1368,N'Guessan Kouadio,ci CIV,"MF,FW",Metz,fr Ligue 1,20,2003,1.2,37,46,80.4,682,151,14,19,73.7,19,22,86.4,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,5,Matches,nguessan kouadio,original
1369,Christian Kouamé,ci CIV,AG,Fiorentina,it Serie A,25,1997,12.1,325,448,72.5,4901,1038,171,216,79.2,120,155,77.4,20,35,57.1,1,1.8,1.2,-0.8,12,15,18,1,41,Matches,christian kouame,exact
1370,Rominigue Kouamé,ml MLI,MC,Cádiz,es La Liga,26,1996,9.1,355,411,86.4,6129,1351,166,194,85.6,152,169,89.9,30,34,88.2,0,0.1,0.3,-0.1,4,41,5,1,34,Matches,rominigue kouame,exact
1371,Koffi Kouao,ci CIV,DD,Metz,fr Ligue 1,25,1998,9.6,317,401,79.1,5434,2296,155,176,88.1,129,157,82.2,28,56,50.0,2,1.5,0.7,+0.5,6,23,7,4,29,Matches,koffi kouao,exact
1372,Tomáš Koubek,cz CZE,G,Augsburg,de Bundesliga,30,1992,3.0,69,98,70.4,2113,1604,11,11,100.0,31,31,100.0,27,55,49.1,0,0.0,0.0,0.0,0,1,0,0,0,Matches,tomas koubek,exact
1373,Therence Koudou,fr FRA,DD,Reims,fr Ligue 1,18,2004,3.5,142,173,82.1,2412,704,62,69,89.9,66,73,90.4,10,21,47.6,0,0.3,0.3,-0.3,5,8,3,2,14,Matches,therence koudou,exact
1374,Jules Koundé,fr FRA,DD,Barcelona,es La Liga,24,1998,32.2,2478,2757,89.9,41514,13135,1192,1263,94.4,1090,1164,93.6,156,237,65.8,2,2.2,2.6,-0.2,23,267,20,5,245,Matches,jules kounde,exact
1375,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26,1997,21.4,719,873,82.4,14305,5064,217,251,86.5,387,436,88.8,99,155,63.9,2,1.3,0.4,+0.7,5,49,1,0,58,Matches,boubakar kouyate,original
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
1376,Cheikhou Kouyaté,sn SEN,MC,Nott'ham Forest,eng Premier League,33,1989,2.4,47,74,63.5,604,159,32,43,74.4,11,19,57.9,1,2,50.0,0,0.0,0.0,0.0,1,3,0,0,5,Matches,cheikhou kouyate,exact
1377,Mateo Kovačić,hr CRO,MDC,Manchester City,eng Premier League,29,1994,17.2,1435,1527,94.0,20506,4603,835,862,96.9,514,544,94.5,41,57,71.9,0,1.6,1.9,-1.6,21,120,15,0,100,Matches,mateo kovacic,exact
1378,Viktor Kovalenko,ua UKR,MC,Empoli,it Serie A,27,1996,6.8,179,250,71.6,2662,743,100,122,82.0,63,87,72.4,11,27,40.7,1,0.8,0.6,+0.2,8,15,5,2,20,Matches,viktor kovalenko,exact
1379,Matej Kovar,cz CZE,G,Leverkusen,de Bundesliga,23,2000,1.0,17,17,100.0,376,274,4,4,100.0,9,9,100.0,4,4,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,matej kovar,exact
1380,Dawid Kownacki,pl POL,BU,Werder Bremen,de Bundesliga,26,1997,4.2,69,109,63.3,942,199,36,50,72.0,21,34,61.8,4,7,57.1,0,0.4,0.6,-0.4,5,10,1,0,10,Matches,dawid kownacki,exact
1381,Emil Krafth,se SWE,DC,Newcastle Utd,eng Premier League,28,1994,10.1,488,580,84.1,7498,2971,246,275,89.5,216,236,91.5,15,39,38.5,0,1.0,0.8,-1.0,9,26,13,7,29,Matches,emil krafth,exact
1382,Alex Král,cz CZE,MC,Union Berlin,de Bundesliga,25,1998,15.2,340,487,69.8,5624,1533,158,196,80.6,149,196,76.0,24,55,43.6,0,0.4,0.5,-0.4,5,32,6,2,44,Matches,alex kral,exact
1383,Andrej Kramarić,hr CRO,MOC,Hoffenheim,de Bundesliga,32,1991,24.4,904,1139,79.4,13884,3748,494,558,88.5,305,373,81.8,72,132,54.5,6,7.3,7.0,-1.3,78,67,22,3,119,Matches,andrej kramaric,exact
1384,Christoph Kramer,de GER,MC,Gladbach,de Bundesliga,32,1991,2.8,145,183,79.2,1896,667,87,108,80.6,38,43,88.4,7,12,58.3,0,0.1,0.4,-0.1,2,14,1,0,17,Matches,christoph kramer,exact
1385,Frans Krätzig,de GER,MIL,Bayern Munich,de Bundesliga,20,2003,0.6,45,50,90.0,705,183,24,26,92.3,18,20,90.0,2,3,66.7,0,0.3,0.1,-0.3,2,3,1,0,7,Matches,frans kratzig,exact
1386,Tom Krauß,de GER,MC,Mainz 05,de Bundesliga,22,2001,15.0,486,651,74.7,7591,2399,262,314,83.4,186,228,81.6,28,61,45.9,2,0.4,0.8,+1.6,7,42,9,2,68,Matches,tom krauss,exact
1387,Rasmus Kristensen,dk DEN,DD,Roma,it Serie A,26,1997,19.4,799,1037,77.0,12574,3602,413,468,88.2,323,408,79.2,43,100,43.0,1,0.9,1.3,+0.1,12,35,11,8,40,Matches,rasmus kristensen,fuzzy:rasmus carstensen
1388,Thomas Kristensen,dk DEN,DC,Udinese,it Serie A,21,2002,23.3,662,863,76.7,12745,5457,262,307,85.3,316,399,79.2,77,132,58.3,1,0.4,0.2,+0.6,4,33,2,0,47,Matches,thomas kristensen,exact
1389,Toni Kroos,de GER,MG,Real Madrid,es La Liga,33,1990,23.6,2291,2505,91.5,42164,15443,1087,1121,97.0,828,881,94.0,333,438,76.0,8,4.9,5.9,+3.1,62,327,23,5,290,Matches,toni kroos,exact
1390,Nikola Krstović,me MNE,BU,Lecce,it Serie A,23,2000,26.4,354,526,67.3,4950,1126,207,284,72.9,97,128,75.8,22,35,62.9,1,3.0,1.7,-2.0,41,28,14,1,52,Matches,nikola krstovic,exact
1391,Rade Krunić,ba BIH,MC,Milan,it Serie A,29,1993,7.6,388,431,90.0,5999,1258,195,209,93.3,161,179,89.9,19,23,82.6,0,0.5,0.3,-0.5,5,17,2,0,24,Matches,rade krunic,exact
1392,Lukas Kübler,de GER,DC,Freiburg,de Bundesliga,30,1992,20.5,805,1030,78.2,13760,4910,379,427,88.8,340,423,80.4,74,146,50.7,0,0.3,0.6,-0.3,4,74,4,2,70,Matches,lukas kubler,exact
1393,Takefusa Kubo,jp JPN,BU,Real Sociedad,es La Liga,22,2001,23.9,611,862,70.9,9540,2892,353,417,84.7,183,255,71.8,54,116,46.6,4,6.4,6.5,-2.4,58,38,31,5,89,Matches,takefusa kubo,exact
1394,Mahmut Kücüksahin,,MIL,Augsburg,de Bundesliga,19,2004,0.0,4,4,100.0,59,17,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,mahmut kucuksahin,exact
1395,Mohammed Kudus,gh GHA,AD,West Ham,eng Premier League,22,2000,27.6,677,875,77.4,11263,1764,357,405,88.1,231,281,82.2,70,108,64.8,6,3.5,3.7,+2.5,28,32,29,16,80,Matches,mohammed kudus,exact
1396,Christian Kühlwetter,de GER,ATT,Heidenheim,de Bundesliga,27,1996,0.1,1,2,50.0,24,11,0,1,0.0,1,1,100.0,0,0,,1,0.6,0.4,+0.4,1,0,0,0,0,Matches,christian kuhlwetter,exact
1397,Dejan Kulusevski,se SWE,AD,Tottenham,eng Premier League,23,2000,30.7,953,1234,77.2,13509,3584,610,700,87.1,279,363,76.9,39,72,54.2,3,7.7,6.7,-4.7,66,55,73,19,144,Matches,dejan kulusevski,exact
1398,Sael Kumbedi,fr FRA,DD,Lyon,fr Ligue 1,18,2005,10.3,470,592,79.4,7036,1816,266,306,86.9,180,224,80.4,14,40,35.0,1,0.7,0.6,+0.3,5,30,11,4,42,Matches,sael kumbedi,exact
1399,Marash Kumbulla,al ALB,DC,Sassuolo,it Serie A,23,2000,4.0,83,106,78.3,1761,785,20,22,90.9,52,59,88.1,8,20,40.0,0,0.0,0.0,0.0,0,5,2,0,3,Matches,marash kumbulla,exact
1400,Justin Kumi,it ITA,MIL,Sassuolo,it Serie A,19,2004,0.0,2,2,100.0,41,15,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,justin kumi,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
1401,Layvin Kurzawa,fr FRA,DEF,Paris S-G,fr Ligue 1,30,1992,0.1,13,13,100.0,206,38,7,7,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,layvin kurzawa,exact
1402,Berkan Kutlu,tr TUR,MIL,Genoa,it Serie A,25,1998,2.2,46,64,71.9,867,363,21,27,77.8,12,14,85.7,10,16,62.5,0,0.3,0.3,-0.3,5,7,4,3,5,Matches,berkan kutlu,lastname:berkan ismail kutlu
1403,Daler Kuzyaev,ru RUS,MC,Le Havre,fr Ligue 1,30,1993,23.2,824,1050,78.5,12347,3407,422,511,82.6,305,360,84.7,42,77,54.5,2,1.3,1.3,+0.7,29,87,21,1,119,Matches,daler kuzyaev,exact
1404,Khvicha Kvaratskhelia,ge GEO,BU,Napoli,it Serie A,22,2001,30.4,965,1200,80.4,15513,2850,541,598,90.5,300,372,80.6,96,162,59.3,6,6.8,5.4,-0.8,63,46,34,2,89,Matches,khvicha kvaratskhelia,exact
1405,Giorgi Kvernadze,ge GEO,ATT,Frosinone,it Serie A,20,2003,0.7,31,36,86.1,498,57,17,18,94.4,10,11,90.9,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,giorgi kvernadze,exact
1406,Moritz-Broni Kwarteng,gh GHA,BU,Bochum,de Bundesliga,25,1998,3.1,67,94,71.3,990,208,37,42,88.1,25,36,69.4,3,9,33.3,1,0.5,0.1,+0.5,4,3,2,0,6,Matches,moritz-broni kwarteng,exact
1407,Grejohn Kyei,fr FRA,BU,Clermont Foot,fr Ligue 1,27,1995,11.4,198,265,74.7,2891,584,98,122,80.3,47,65,72.3,22,27,81.5,1,1.2,1.1,-0.2,12,19,12,1,30,Matches,grejohn kyei,exact
1408,Giorgos Kyriakopoulos,gr GRE,MG,Monza,it Serie A,27,1996,19.0,891,1080,82.5,15032,4779,446,472,94.5,366,434,84.3,64,120,53.3,3,1.4,2.0,+1.6,21,62,20,12,70,Matches,giorgos kyriakopoulos,fuzzy:giorgos kiriakopoulos
1409,Luca de la Torre,us USA,MC,Celta Vigo,es La Liga,25,1998,21.7,620,764,81.2,7881,2176,396,440,90.0,176,205,85.9,14,27,51.9,4,1.4,1.5,+2.6,17,58,7,0,93,Matches,luca de la torre,exact
1410,Gaëtan Laborde,fr FRA,BU,Nice,fr Ligue 1,29,1994,21.2,366,558,65.6,5696,1386,188,253,74.3,132,194,68.0,24,66,36.4,2,1.8,2.2,+0.2,27,25,26,12,46,Matches,gaetan laborde,exact
1411,Alexandre Lacazette,fr FRA,BU,Lyon,fr Ligue 1,32,1991,25.5,397,561,70.8,5653,1574,211,283,74.6,113,156,72.4,29,46,63.0,2,1.9,2.1,+0.1,21,38,17,2,61,Matches,alexandre lacazette,exact
1412,Maxence Lacroix,fr FRA,DC,Wolfsburg,de Bundesliga,23,2000,26.2,1228,1449,84.7,24787,9524,396,448,88.4,674,748,90.1,150,216,69.4,1,0.8,1.3,+0.2,8,91,6,2,79,Matches,maxence lacroix,exact
1413,Alban Lafont,fr FRA,G,Nantes,fr Ligue 1,24,1999,27.7,720,1006,71.6,19485,13677,143,144,99.3,359,364,98.6,214,493,43.4,0,0.0,0.0,0.0,0,14,0,0,3,Matches,alban lafont,exact
1414,Yoel Lago,es ESP,DC,Celta Vigo,es La Liga,19,2004,1.0,82,86,95.3,1376,591,35,38,92.1,43,43,100.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches,yoel lago,exact
1415,Aïssa Laïdouni,tn TUN,MC,Union Berlin,de Bundesliga,26,1996,11.9,404,512,78.9,6574,1856,194,228,85.1,154,191,80.6,35,52,67.3,3,1.0,1.6,+2.0,12,38,17,5,56,Matches,aissa laidouni,exact
1416,Konrad Laimer,at AUT,DD,Bayern Munich,de Bundesliga,26,1997,19.7,1294,1457,88.8,19611,5056,701,763,91.9,535,579,92.4,38,51,74.5,3,3.9,4.5,-0.9,24,104,26,7,127,Matches,konrad laimer,exact
1417,Stefan Lainer,at AUT,DD,Gladbach,de Bundesliga,30,1992,8.3,375,483,77.6,5727,1973,203,232,87.5,151,191,79.1,15,38,39.5,1,0.7,1.1,+0.3,8,22,12,4,37,Matches,stefan lainer,exact
1418,Kenny Lala,mg MAD,DD,Brest,fr Ligue 1,31,1991,33.0,1713,2195,78.0,35548,12428,600,693,86.6,773,938,82.4,321,488,65.8,3,3.3,4.3,-0.3,35,164,45,19,200,Matches,kenny lala,exact
1419,Adam Lallana,eng ENG,MOC,Brighton,eng Premier League,35,1988,9.4,451,509,88.6,4936,1088,326,352,92.6,78,90,86.7,7,8,87.5,1,1.7,2.0,-0.7,15,21,16,1,39,Matches,adam lallana,exact
1420,Mathis Lambourde,fr FRA,ATT,Rennes,fr Ligue 1,17,2006,0.1,4,5,80.0,45,13,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,mathis lambourde,exact
