Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,name_norm,match_type
67,Iván Alejo,es ESP,MD,Cádiz,es La Liga,28,1995,18.8,245,481,50.9,4241,1711,117,163,71.8,70,147,47.6,39,104,37.5,2,1.3,2.8,+0.7,16,17,25,22,31,Matches,ivan alejo,exact
68,Carles Aleñá,es ESP,MD,Getafe,es La Liga,25,1998,11.3,308,396,77.8,5315,1146,144,169,85.2,114,138,82.6,38,59,64.4,1,1.6,1.0,-0.6,18,31,3,2,23,Matches,carles alena,exact
69,Trent Alexander-Arnold,eng ENG,DD,Liverpool,eng Premier League,24,1998,23.9,1553,2062,75.3,30386,12434,676,734,92.1,607,762,79.7,244,495,49.3,4,7.2,6.1,-3.2,64,202,57,18,205,Matches,trent alexander-arnold,exact
70,Aboubacar Ali,km COM,MIL,Strasbourg,fr Ligue 1,17,2006,1.4,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,,1,0.1,0.1,+0.9,1,4,1,0,3,Matches,aboubacar ali,lastname:sofiane sidi ali
71,Mohamed Ali Cho,fr FRA,BU,Real Sociedad,es La Liga,19,2004,2.8,38,66,57.6,502,124,23,32,71.9,12,18,66.7,1,9,11.1,0,0.1,0.3,-0.1,1,1,0,0,3,Matches,mohamed ali cho,fuzzy:mohamed-ali cho
72,Mohamed Ali Cho,fr FRA,BU,Nice,fr Ligue 1,19,2004,9.6,193,268,72.0,3014,731,111,133,83.5,66,90,73.3,11,27,40.7,2,2.0,1.4,0.0,14,10,11,2,25,Matches,mohamed ali cho,fuzzy:mohamed-ali cho
73,Faride Alidou,de GER,AD,Köln,de Bundesliga,22,2001,14.2,196,305,64.3,3211,831,97,134,72.4,69,100,69.0,20,41,48.8,0,0.6,0.7,-0.6,14,14,7,3,33,Matches,faride alidou,exact
74,Nabil Alioui,fr FRA,MOC,Le Havre,fr Ligue 1,24,1999,11.2,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,1,2.2,2.5,-1.2,24,35,15,3,43,Matches,nabil alioui,exact
75,Alisson,br BRA,GK,Liverpool,eng Premier League,30,1992,28.0,985,1142,86.3,21428,13147,238,239,99.6,597,607,98.4,147,284,51.8,0,0.0,0.0,0.0,1,8,0,0,5,Matches,alisson,original
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
76,Tadeo Allende,ar ARG,MD,Celta Vigo,es La Liga,24,1999,3.7,60,98,61.2,900,309,39,52,75.0,12,22,54.5,5,8,62.5,0,0.4,0.2,-0.4,2,5,2,1,7,Matches,tadeo allende,exact
77,Jim Allevinah,ga GAB,MG,Clermont Foot,fr Ligue 1,28,1995,20.7,589,743,79.3,8314,2195,321,375,85.6,206,264,78.0,20,42,47.6,1,1.2,1.4,-0.2,20,36,20,8,52,Matches,jim allevinah,exact
78,Domingos André Ribeiro Almeida,pt POR,BU,Valencia,es La Liga,23,2000,10.7,315,399,78.9,4701,1257,183,202,90.6,99,124,79.8,23,40,57.5,1,1.2,0.9,-0.2,13,29,10,0,50,Matches,domingos andre ribeiro almeida,lastname:andre almeida
79,Miguel Almirón,py PAR,BU,Newcastle Utd,eng Premier League,29,1994,21.5,668,801,83.4,9023,1846,411,456,90.1,208,250,83.2,21,38,55.3,1,2.6,2.4,-1.6,24,38,21,3,78,Matches,miguel almiron,exact
80,Pontus Almqvist,se SWE,BU,Lecce,it Serie A,24,1999,23.4,351,478,73.4,4689,1071,224,282,79.4,85,120,70.8,17,20,85.0,1,2.7,1.8,-1.7,27,14,12,4,32,Matches,pontus almqvist,exact
81,Marcos Alonso,es ESP,DG,Barcelona,es La Liga,32,1990,2.8,180,214,84.1,2690,803,105,112,93.8,57,67,85.1,8,21,38.1,0,0.5,0.3,-0.5,5,10,3,1,14,Matches,marcos alonso,exact
82,Adrià Altimira,es ESP,DD,Villarreal,es La Liga,22,2001,8.6,389,465,83.7,6578,2133,180,208,86.5,170,193,88.1,31,42,73.8,0,0.1,0.2,-0.1,2,25,5,2,29,Matches,adria altimira,exact
83,Sergi Altimira,es ESP,MDC,Betis,es La Liga,21,2001,6.3,289,320,90.3,4841,1149,142,154,92.2,110,116,94.8,30,36,83.3,0,0.3,0.3,-0.3,4,26,2,0,31,Matches,sergi altimira,exact
84,Edson Álvarez,mx MEX,MDC,West Ham,eng Premier League,25,1997,26.4,1033,1207,85.6,17083,5225,518,573,90.4,401,445,90.1,87,132,65.9,1,0.6,0.8,+0.4,12,87,6,1,91,Matches,edson alvarez,exact
85,Gastón Álvarez,uy URU,DC,Getafe,es La Liga,23,2000,28.2,754,1017,74.1,14087,5016,296,339,87.3,356,438,81.3,86,197,43.7,0,0.6,0.4,-0.6,8,64,5,3,63,Matches,gaston alvarez,exact
86,Hugo Álvarez,es ESP,MG,Celta Vigo,es La Liga,20,2003,8.5,380,455,83.5,5179,1437,241,263,91.6,117,134,87.3,8,27,29.6,1,1.5,1.8,-0.5,19,19,15,3,34,Matches,hugo alvarez,exact
87,Julián Álvarez,ar ARG,MOC,Manchester City,eng Premier League,23,2000,29.4,1011,1258,80.4,13977,2992,615,679,90.6,272,328,82.9,58,145,40.0,8,6.4,6.3,+1.6,67,43,41,4,103,Matches,julian alvarez,exact
88,Yeray Álvarez,es ESP,DC,Athletic Club,es La Liga,28,1995,12.8,572,710,80.6,11772,4181,157,181,86.7,346,378,91.5,63,128,49.2,0,0.1,0.4,-0.1,3,38,3,0,55,Matches,yeray alvarez,exact
89,Skelly Alvero,fr FRA,MC,Lyon,fr Ligue 1,21,2002,4.7,159,193,82.4,2519,738,83,95,87.4,60,75,80.0,12,16,75.0,0,0.0,0.2,0.0,1,17,3,1,27,Matches,skelly alvero,exact
90,Skelly Alvero,fr FRA,MC,Werder Bremen,de Bundesliga,21,2002,1.4,59,76,77.6,1098,274,24,35,68.6,25,27,92.6,8,9,88.9,0,0.0,0.0,0.0,1,3,1,0,9,Matches,skelly alvero,exact
91,Papa Amadou Diallo,sn SEN,MG,Metz,fr Ligue 1,19,2004,9.9,167,257,65.0,2726,899,86,121,71.1,64,98,65.3,12,24,50.0,1,0.9,0.7,+0.1,12,17,6,2,30,Matches,papa amadou diallo,fuzzy:pape amadou diallo
92,Selim Amallah,ma MAR,BU,Valencia,es La Liga,26,1996,6.7,120,164,73.2,1635,456,69,83,83.1,32,46,69.6,7,14,50.0,1,0.3,0.3,+0.7,4,11,3,0,21,Matches,selim amallah,exact
93,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27,1996,4.4,76,113,67.3,1118,296,42,55,76.4,24,38,63.2,6,8,75.0,0,0.4,0.3,-0.4,3,8,4,2,13,Matches,amath,original
94,Lorenzo Amatucci,it ITA,MIL,Fiorentina,it Serie A,19,2004,0.2,22,25,88.0,449,101,6,7,85.7,14,14,100.0,2,2,100.0,0,0.0,0.1,0.0,0,3,0,0,2,Matches,lorenzo amatucci,exact
95,Jordan Amavi,fr FRA,DG,Brest,fr Ligue 1,29,1994,1.0,47,54,87.0,858,247,18,20,90.0,25,29,86.2,4,4,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches,jordan amavi,exact
96,Zeki Amdouni,ch SUI,BU,Burnley,eng Premier League,22,2000,21.7,396,500,79.2,6229,1153,216,265,81.5,141,161,87.6,24,35,68.6,1,1.4,1.3,-0.4,16,28,9,0,49,Matches,zeki amdouni,exact
97,Kelvin Amian,fr FRA,DD,Nantes,fr Ligue 1,25,1998,8.9,268,350,76.6,4336,1782,142,159,89.3,100,127,78.7,22,45,48.9,1,0.6,0.7,+0.4,5,26,4,2,28,Matches,kelvin amian,exact
98,Bruno Amione,ar ARG,DC,Hellas Verona,it Serie A,21,2002,6.4,217,273,79.5,3776,1390,83,99,83.8,114,132,86.4,15,33,45.5,0,0.0,0.0,0.0,1,11,0,0,17,Matches,bruno amione,exact
99,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,27,1996,11.1,492,602,81.7,8248,2497,220,257,85.6,222,268,82.8,35,54,64.8,2,1.2,1.2,+0.8,7,26,8,2,35,Matches,michael amir murillo,original
100,Nadiem Amiri,de GER,MC,Mainz 05,de Bundesliga,26,1996,14.6,567,798,71.1,10700,4288,247,291,84.9,205,263,77.9,94,201,46.8,4,4.3,4.1,-0.3,52,70,17,3,88,Matches,nadiem amiri,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
101,Nadiem Amiri,de GER,MC,Leverkusen,de Bundesliga,26,1996,1.0,92,100,92.0,1039,238,70,72,97.2,17,19,89.5,1,1,100.0,0,0.0,0.1,0.0,1,8,2,0,6,Matches,nadiem amiri,exact
102,Kofi Amoako,de GER,MIL,Wolfsburg,de Bundesliga,18,2005,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,kofi amoako,exact
103,Sofyan Amrabat,ma MAR,MDC,Manchester Utd,eng Premier League,26,1996,10.4,578,664,87.0,10308,2747,244,274,89.1,264,296,89.2,56,67,83.6,0,0.3,0.4,-0.3,6,62,6,1,66,Matches,sofyan amrabat,exact
104,Joachim Andersen,dk DEN,DC,Crystal Palace,eng Premier League,27,1996,37.9,1731,2209,78.4,37874,14700,488,559,87.3,950,1041,91.3,281,547,51.4,3,2.8,2.3,+0.2,20,171,17,8,147,Matches,joachim andersen,exact
105,Elliot Anderson,eng ENG,MC,Newcastle Utd,eng Premier League,20,2002,11.4,370,460,80.4,5041,1322,241,274,88.0,108,130,83.1,8,27,29.6,2,1.9,1.2,+0.1,15,36,12,0,57,Matches,elliot anderson,exact
106,Felipe Anderson,br BRA,BU,Lazio,it Serie A,30,1993,30.8,1012,1336,75.7,14375,3827,601,690,87.1,320,411,77.9,47,96,49.0,6,6.3,4.7,-0.3,42,66,50,4,126,Matches,felipe anderson,exact
107,Benjamin André,fr FRA,MDC,Lille,fr Ligue 1,32,1990,28.6,1598,1919,83.3,26448,7329,751,860,87.3,648,733,88.4,123,199,61.8,0,1.3,2.2,-1.3,19,173,9,2,180,Matches,benjamin andre,exact
108,Komnen Andrić,rs SRB,BU,Clermont Foot,fr Ligue 1,28,1995,1.9,45,59,76.3,600,72,26,33,78.8,15,18,83.3,1,2,50.0,0,0.2,0.1,-0.2,4,4,1,0,5,Matches,komnen andric,exact
109,Robert Andrich,de GER,MC,Leverkusen,de Bundesliga,28,1994,18.8,1346,1494,90.1,20529,6451,749,789,94.9,487,542,89.9,74,105,70.5,2,1.8,2.2,+0.2,22,117,19,3,97,Matches,robert andrich,exact
110,Miguel Ángel Rubio,es ESP,DC,Granada,es La Liga,25,1998,17.3,622,775,80.3,12049,4316,201,229,87.8,357,405,88.1,58,120,48.3,0,0.1,0.1,-0.1,2,24,3,0,27,Matches,miguel angel rubio,lastname:miguel rubio
111,Angeliño,es ESP,DG,Roma,it Serie A,26,1997,12.7,546,715,76.4,9819,3457,257,285,90.2,221,284,77.8,62,123,50.4,1,1.6,1.5,-0.6,19,36,21,13,40,Matches,angelino,exact
112,Ângelo,br BRA,ATT,Strasbourg,fr Ligue 1,18,2004,12.2,300,426,70.4,4918,1875,139,180,77.2,129,171,75.4,22,49,44.9,3,3.3,3.0,-0.3,26,32,25,9,59,Matches,angelo,exact
113,Fabrizio Angileri,ar ARG,DLG,Getafe,es La Liga,29,1994,1.8,68,103,66.0,1143,377,30,38,78.9,25,36,69.4,8,18,44.4,0,1.3,0.9,-1.3,4,4,4,3,7,Matches,fabrizio angileri,exact
114,Jaidon Anthony,eng ENG,AG,Bournemouth,eng Premier League,23,1999,1.7,30,45,66.7,453,139,17,20,85.0,10,14,71.4,1,6,16.7,0,0.0,0.0,0.0,0,3,1,0,8,Matches,jaidon anthony,exact
115,Waldemar Anton,de GER,DC,Stuttgart,de Bundesliga,27,1996,32.1,2330,2624,88.8,41479,15026,904,955,94.7,1251,1342,93.2,143,260,55.0,3,1.0,1.5,+2.0,9,163,7,2,172,Matches,waldemar anton,exact
116,Michail Antonio,jm JAM,BU,West Ham,eng Premier League,33,1990,18.8,180,308,58.4,2635,626,111,154,72.1,48,90,53.3,13,26,50.0,2,0.9,1.3,+1.1,8,13,7,2,22,Matches,michail antonio,exact
117,Antony,br BRA,AD,Manchester Utd,eng Premier League,23,2000,14.7,468,595,78.7,6175,1608,295,348,84.8,130,153,85.0,16,30,53.3,1,2.8,1.9,-1.8,22,26,29,3,64,Matches,antony,exact
118,Christopher Antwi-Adjei,gh GHA,BU,Bochum,de Bundesliga,29,1994,13.5,274,454,60.4,4315,1592,154,187,82.4,80,143,55.9,31,80,38.8,2,3.5,3.0,-1.5,24,11,15,7,28,Matches,christopher antwi-adjei,exact
119,Houssem Aouar,dz ALG,MIL,Roma,it Serie A,25,1998,8.4,300,359,83.6,4459,818,166,181,91.7,113,133,85.0,14,21,66.7,0,0.5,0.6,-0.5,10,25,3,1,26,Matches,houssem aouar,exact
120,Stredair Appuah,fr FRA,ATT,Nantes,fr Ligue 1,19,2004,0.9,14,23,60.9,184,39,5,7,71.4,7,7,100.0,0,5,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches,stredair appuah,exact
121,Mauro Arambarri,uy URU,MC,Getafe,es La Liga,27,1995,3.8,114,142,80.3,2299,646,48,55,87.3,48,56,85.7,18,25,72.0,0,0.0,0.1,0.0,2,17,2,2,20,Matches,mauro arambarri,exact
122,Jon Aramburu,ve VEN,DD,Real Sociedad,es La Liga,21,2002,6.0,254,321,79.1,4015,1243,126,141,89.4,114,137,83.2,11,27,40.7,0,0.0,0.1,0.0,0,25,2,1,26,Matches,jon aramburu,exact
123,Asaf Arania,il ISR,MIL,Darmstadt 98,de Bundesliga,17,2005,0.1,4,4,100.0,60,2,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,asaf arania,lastname:asaf avraham arania
124,Julian Araujo,mx MEX,DD,Las Palmas,es La Liga,21,2001,16.2,680,831,81.8,11255,3943,328,367,89.4,297,352,84.4,43,75,57.3,0,1.2,0.9,-1.2,16,69,12,4,74,Matches,julian araujo,exact
125,Ronald Araújo,uy URU,DC,Barcelona,es La Liga,24,1999,22.2,1458,1641,88.8,27691,10325,543,578,93.9,769,818,94.0,136,218,62.4,2,1.4,1.7,+0.6,8,111,6,1,101,Matches,ronald araujo,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,player,original
126,Oliver Arblaster,eng ENG,MC,Sheffield Utd,eng Premier League,19,2004,10.5,351,441,79.6,5920,1788,174,201,86.6,147,167,88.0,26,50,52.0,0,0.8,0.9,-0.8,11,37,6,0,43,Matches,oliver arblaster,fuzzy:ollie arblaster
127,Cameron Archer,eng ENG,BU,Sheffield Utd,eng Premier League,22,2001,20.4,266,332,80.1,3245,471,171,207,82.6,64,69,92.8,5,9,55.6,1,2.8,1.4,-1.8,23,11,7,2,15,Matches,cameron archer,exact
128,Cameron Archer,eng ENG,BU,Aston Villa,eng Premier League,22,2001,0.1,5,6,83.3,42,0,5,6,83.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,cameron archer,exact
129,Alphonse Areola,fr FRA,G,West Ham,eng Premier League,30,1993,30.0,562,867,64.8,17799,12917,74,76,97.4,245,246,99.6,241,538,44.8,0,0.0,0.0,0.0,0,8,0,0,1,Matches,alphonse areola,exact
130,Adu Ares,es ESP,AG,Athletic Club,es La Liga,21,2001,2.9,79,104,76.0,1252,82,45,53,84.9,27,34,79.4,5,9,55.6,0,0.0,0.1,0.0,1,5,0,0,3,Matches,adu ares,lastname:malcom ares
131,Jesús Areso,es ESP,DD,Osasuna,es La Liga,24,1999,29.6,1021,1368,74.6,16878,7275,502,572,87.8,416,547,76.1,79,160,49.4,6,3.6,2.9,+2.4,36,77,40,24,106,Matches,jesus areso,exact
132,Simone Aresti,it ITA,G,Cagliari,it Serie A,37,1986,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,simone aresti,exact
133,Matias Arezo,uy URU,BU,Granada,es La Liga,20,2002,4.1,52,82,63.4,736,186,31,44,70.5,11,21,52.4,6,8,75.0,0,0.1,0.1,-0.1,2,3,2,1,5,Matches,matias arezo,exact
134,Iñigo Arguibide,es ESP,ATT,Osasuna,es La Liga,18,2005,0.2,1,4,25.0,10,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,inigo arguibide,fuzzy:inigo arguibide goni
135,Yoël Armougom,fr FRA,MG,Clermont Foot,fr Ligue 1,25,1998,2.6,97,131,74.0,1282,363,61,70,87.1,29,39,74.4,2,15,13.3,0,0.3,0.2,-0.3,5,5,6,3,12,Matches,yoel armougom,exact
136,José Arnaiz,es ESP,BU,Osasuna,es La Liga,28,1995,10.3,233,318,73.3,3471,615,136,157,86.6,65,85,76.5,21,43,48.8,1,1.8,1.6,-0.8,14,6,5,1,11,Matches,jose arnaiz,exact
137,Hákon Arnar Haraldsson,is ISL,AG,Lille,fr Ligue 1,20,2003,14.3,451,549,82.1,6644,1432,227,272,83.5,165,195,84.6,26,33,78.8,0,1.5,1.6,-1.5,15,38,11,1,48,Matches,hakon arnar haraldsson,lastname:hakon haraldsson
138,Marko Arnautović,at AUT,BU,Inter,it Serie A,34,1989,8.9,203,271,74.9,2726,533,124,154,80.5,55,68,80.9,8,11,72.7,3,2.6,2.1,+0.4,16,9,10,1,20,Matches,marko arnautovic,exact
139,Maximilian Arnold,de GER,MC,Wolfsburg,de Bundesliga,29,1994,27.8,1285,1582,81.2,25047,7547,497,549,90.5,590,664,88.9,175,316,55.4,1,3.9,4.4,-2.9,48,151,28,11,143,Matches,maximilian arnold,exact
140,Mohamed El Arouch,fr FRA,MIL,Lyon,fr Ligue 1,19,2004,0.0,1,1,100.0,22,22,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,mohamed el arouch,exact
