Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,name_norm,match_type
1340,Christoph Klarer,at AUT,DC,Darmstadt 98,de Bundesliga,23,2000,26.2,37,22,30,4,3,24,36,66.7,12,31,20,11,21,58,94,1,Matches,christoph klarer,exact
1341,Tim Kleindienst,de GER,BU,Heidenheim,de Bundesliga,27,1995,31.9,21,12,6,11,4,7,25,28.0,18,32,8,24,12,33,58,0,Matches,tim kleindienst,exact
1342,Lukas Klostermann,de GER,DC,RB Leipzig,de Bundesliga,27,1996,16.0,15,10,7,7,1,4,13,30.8,9,25,12,13,13,28,64,1,Matches,lukas klostermann,exact
1343,Justin Kluivert,nl NED,MOC,Bournemouth,eng Premier League,24,1999,21.3,28,14,5,12,11,8,30,26.7,22,16,1,15,8,36,11,0,Matches,justin kluivert,exact
1344,Ansgar Knauff,de GER,MOC,Eint Frankfurt,de Bundesliga,21,2002,23.4,43,26,17,16,10,17,31,54.8,14,40,3,37,20,63,15,0,Matches,ansgar knauff,exact
1345,Robin Knoche,de GER,DC,Union Berlin,de Bundesliga,31,1992,21.3,34,22,27,7,0,19,30,63.3,11,27,19,8,13,47,73,0,Matches,robin knoche,exact
1346,Gregor Kobel,ch SUI,G,Dortmund,de Bundesliga,25,1997,26.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,0,Matches,gregor kobel,exact
1347,Robin Koch,de GER,DC,Eint Frankfurt,de Bundesliga,27,1996,30.4,38,23,26,12,0,17,27,63.0,10,33,24,9,32,70,136,2,Matches,robin koch,exact
1348,Philipp Köhn,ch SUI,G,Monaco,fr Ligue 1,25,1998,22.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,5,3,Matches,philipp kohn,exact
1349,Dominik Kohr,de GER,DC,Mainz 05,de Bundesliga,29,1994,24.3,65,42,36,25,4,36,57,63.2,21,27,6,21,43,108,58,0,Matches,dominik kohr,exact
1350,Koke,es ESP,MC,Atlético Madrid,es La Liga,31,1992,27.7,66,44,27,32,7,36,79,45.6,43,37,12,25,16,82,34,1,Matches,koke,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1351,Sead Kolašinac,ba BIH,DC,Atalanta,it Serie A,30,1993,24.2,44,32,23,19,2,30,49,61.2,19,22,9,13,21,65,47,0,Matches,sead kolasinac,exact
1352,Luca Koleosho,it ITA,MG,Burnley,eng Premier League,18,2004,10.8,7,4,2,5,0,2,10,20.0,8,13,0,13,2,9,0,0,Matches,luca koleosho,exact
1353,Randal Kolo Muani,fr FRA,BU,Paris S-G,fr Ligue 1,24,1998,14.1,10,8,5,3,2,5,13,38.5,8,5,0,5,4,14,10,0,Matches,randal kolo muani,exact
1354,Randal Kolo Muani,fr FRA,BU,Eint Frankfurt,de Bundesliga,24,1998,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,randal kolo muani,exact
1355,Mert Kömür,de GER,MOC,Augsburg,de Bundesliga,18,2005,1.3,3,3,3,0,0,3,5,60.0,2,0,0,0,0,3,1,0,Matches,mert komur,exact
1356,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19,2004,11.9,26,15,17,9,0,20,36,55.6,16,16,2,14,13,39,21,0,Matches,cheick konate,original
1357,Ibrahima Konaté,fr FRA,DC,Liverpool,eng Premier League,24,1999,17.5,36,22,22,13,1,18,24,75.0,6,18,12,6,20,56,51,1,Matches,ibrahima konate,exact
1358,Geoffrey Kondogbia,cf CTA,MC,Marseille,fr Ligue 1,30,1993,16.3,48,31,18,25,5,13,32,40.6,19,21,4,17,30,78,25,0,Matches,geoffrey kondogbia,exact
1359,Abdoul Koné,fr FRA,DD,Reims,fr Ligue 1,18,2005,2.1,7,7,5,2,0,4,11,36.4,7,2,0,2,2,9,9,0,Matches,abdoul kone,exact
1360,Amadou Koné,ml MLI,MC,Reims,fr Ligue 1,18,2005,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10,0,Matches,amadou kone,exact
1361,Ibrahima Koné,ml MLI,ATT,Almería,es La Liga,24,1999,3.1,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0,Matches,ibrahima kone,exact
1362,Ibrahima Koné,ml MLI,ATT,Lorient,fr Ligue 1,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,ibrahima kone,exact
1363,Manu Koné,fr FRA,MC,Gladbach,de Bundesliga,22,2001,17.3,45,26,20,20,5,17,25,68.0,8,22,1,21,15,60,16,1,Matches,manu kone,exact
1364,Ezri Konsa,eng ENG,DD,Aston Villa,eng Premier League,25,1997,34.1,54,32,28,23,3,23,27,85.2,4,36,20,16,28,82,73,3,Matches,ezri konsa,exact
1365,Teun Koopmeiners,nl NED,MOC,Atalanta,it Serie A,25,1998,29.2,39,24,12,22,5,17,50,34.0,33,33,3,30,10,49,35,0,Matches,teun koopmeiners,exact
1366,Odilon Kossounou,ci CIV,DC,Leverkusen,de Bundesliga,22,2001,20.1,30,20,11,12,7,15,26,57.7,11,27,3,24,27,57,43,1,Matches,odilon kossounou,exact
1367,Filip Kostić,rs SRB,MG,Juventus,it Serie A,30,1992,20.2,37,23,20,13,4,17,33,51.5,16,29,8,21,9,46,43,0,Matches,filip kostic,exact
1368,N'Guessan Kouadio,ci CIV,"MF,FW",Metz,fr Ligue 1,20,2003,1.2,3,1,0,3,0,0,3,0.0,3,3,0,3,1,4,0,0,Matches,nguessan kouadio,original
1369,Christian Kouamé,ci CIV,AG,Fiorentina,it Serie A,25,1997,12.1,13,4,7,6,0,6,10,60.0,4,16,0,16,2,15,10,0,Matches,christian kouame,exact
1370,Rominigue Kouamé,ml MLI,MC,Cádiz,es La Liga,26,1996,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10,1,Matches,rominigue kouame,exact
1371,Koffi Kouao,ci CIV,DD,Metz,fr Ligue 1,25,1998,9.6,20,13,12,7,1,11,17,64.7,6,9,6,3,13,33,38,1,Matches,koffi kouao,exact
1372,Tomáš Koubek,cz CZE,G,Augsburg,de Bundesliga,30,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches,tomas koubek,exact
1373,Therence Koudou,fr FRA,DD,Reims,fr Ligue 1,18,2004,3.5,2,2,1,1,0,0,2,0.0,2,4,3,1,4,6,9,0,Matches,therence koudou,exact
1374,Jules Koundé,fr FRA,DD,Barcelona,es La Liga,24,1998,32.2,37,23,22,10,5,28,51,54.9,23,32,12,20,25,62,83,5,Matches,jules kounde,exact
1375,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26,1997,21.4,49,30,39,8,2,28,51,54.9,23,31,20,11,29,78,123,1,Matches,boubakar kouyate,original
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1376,Cheikhou Kouyaté,sn SEN,MC,Nott'ham Forest,eng Premier League,33,1989,2.4,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10,0,Matches,cheikhou kouyate,exact
1377,Mateo Kovačić,hr CRO,MDC,Manchester City,eng Premier League,29,1994,17.2,36,25,16,15,5,18,28,64.3,10,23,1,22,10,46,10,0,Matches,mateo kovacic,exact
1378,Viktor Kovalenko,ua UKR,MC,Empoli,it Serie A,27,1996,6.8,5,2,2,2,1,2,8,25.0,6,12,2,10,1,6,7,0,Matches,viktor kovalenko,exact
1379,Matej Kovar,cz CZE,G,Leverkusen,de Bundesliga,23,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,matej kovar,exact
1380,Dawid Kownacki,pl POL,BU,Werder Bremen,de Bundesliga,26,1997,4.2,1,1,1,0,0,1,4,25.0,3,3,1,2,0,1,1,0,Matches,dawid kownacki,exact
1381,Emil Krafth,se SWE,DC,Newcastle Utd,eng Premier League,28,1994,10.1,21,14,10,7,4,12,25,48.0,13,8,3,5,9,30,21,0,Matches,emil krafth,exact
1382,Alex Král,cz CZE,MC,Union Berlin,de Bundesliga,25,1998,15.2,19,14,7,10,2,8,20,40.0,12,15,4,11,11,30,30,0,Matches,alex kral,exact
1383,Andrej Kramarić,hr CRO,MOC,Hoffenheim,de Bundesliga,32,1991,24.4,11,2,5,4,2,6,13,46.2,7,14,2,12,10,21,12,2,Matches,andrej kramaric,exact
1384,Christoph Kramer,de GER,MC,Gladbach,de Bundesliga,32,1991,2.8,10,5,5,5,0,2,14,14.3,12,7,1,6,4,14,6,0,Matches,christoph kramer,exact
1385,Frans Krätzig,de GER,MIL,Bayern Munich,de Bundesliga,20,2003,0.6,2,0,2,0,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches,frans kratzig,exact
1386,Tom Krauß,de GER,MC,Mainz 05,de Bundesliga,22,2001,15.0,57,33,22,31,4,21,58,36.2,37,33,4,29,17,74,28,0,Matches,tom krauss,exact
1387,Rasmus Kristensen,dk DEN,DD,Roma,it Serie A,26,1997,19.4,36,19,25,8,3,28,50,56.0,22,27,7,20,8,44,50,0,Matches,rasmus kristensen,fuzzy:rasmus carstensen
1388,Thomas Kristensen,dk DEN,DC,Udinese,it Serie A,21,2002,23.3,35,24,25,10,0,21,33,63.6,12,29,20,9,29,64,118,0,Matches,thomas kristensen,exact
1389,Toni Kroos,de GER,MG,Real Madrid,es La Liga,33,1990,23.6,53,34,19,25,9,24,59,40.7,35,22,4,18,17,70,11,1,Matches,toni kroos,exact
1390,Nikola Krstović,me MNE,BU,Lecce,it Serie A,23,2000,26.4,17,6,3,9,5,6,10,60.0,4,12,4,8,4,21,22,0,Matches,nikola krstovic,exact
1391,Rade Krunić,ba BIH,MC,Milan,it Serie A,29,1993,7.6,10,8,3,6,1,4,9,44.4,5,7,3,4,11,21,14,0,Matches,rade krunic,exact
1392,Lukas Kübler,de GER,DC,Freiburg,de Bundesliga,30,1992,20.5,50,24,35,13,2,26,42,61.9,16,36,14,22,37,87,57,1,Matches,lukas kubler,exact
1393,Takefusa Kubo,jp JPN,BU,Real Sociedad,es La Liga,22,2001,23.9,26,17,15,6,5,9,23,39.1,14,21,2,19,11,37,8,1,Matches,takefusa kubo,exact
1394,Mahmut Kücüksahin,,MIL,Augsburg,de Bundesliga,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,mahmut kucuksahin,exact
1395,Mohammed Kudus,gh GHA,AD,West Ham,eng Premier League,22,2000,27.6,65,47,27,27,11,20,40,50.0,20,25,0,25,11,76,9,1,Matches,mohammed kudus,exact
1396,Christian Kühlwetter,de GER,ATT,Heidenheim,de Bundesliga,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,christian kuhlwetter,exact
1397,Dejan Kulusevski,se SWE,AD,Tottenham,eng Premier League,23,2000,30.7,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1,Matches,dejan kulusevski,exact
1398,Sael Kumbedi,fr FRA,DD,Lyon,fr Ligue 1,18,2005,10.3,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2,Matches,sael kumbedi,exact
1399,Marash Kumbulla,al ALB,DC,Sassuolo,it Serie A,23,2000,4.0,3,2,2,1,0,1,2,50.0,1,8,6,2,0,3,22,0,Matches,marash kumbulla,exact
1400,Justin Kumi,it ITA,MIL,Sassuolo,it Serie A,19,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,justin kumi,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1401,Layvin Kurzawa,fr FRA,DEF,Paris S-G,fr Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,layvin kurzawa,exact
1402,Berkan Kutlu,tr TUR,MIL,Genoa,it Serie A,25,1998,2.2,6,4,5,1,0,3,6,50.0,3,3,0,3,4,10,5,0,Matches,berkan kutlu,lastname:berkan ismail kutlu
1403,Daler Kuzyaev,ru RUS,MC,Le Havre,fr Ligue 1,30,1993,23.2,34,19,11,13,10,15,43,34.9,28,18,5,13,22,56,18,1,Matches,daler kuzyaev,exact
1404,Khvicha Kvaratskhelia,ge GEO,BU,Napoli,it Serie A,22,2001,30.4,42,21,11,19,12,15,49,30.6,34,15,1,14,13,55,9,0,Matches,khvicha kvaratskhelia,exact
1405,Giorgi Kvernadze,ge GEO,ATT,Frosinone,it Serie A,20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,4,0,0,Matches,giorgi kvernadze,exact
1406,Moritz-Broni Kwarteng,gh GHA,BU,Bochum,de Bundesliga,25,1998,3.1,3,0,0,3,0,1,7,14.3,6,4,0,4,2,5,0,0,Matches,moritz-broni kwarteng,exact
1407,Grejohn Kyei,fr FRA,BU,Clermont Foot,fr Ligue 1,27,1995,11.4,6,4,2,2,2,2,3,66.7,1,5,1,4,1,7,10,0,Matches,grejohn kyei,exact
1408,Giorgos Kyriakopoulos,gr GRE,MG,Monza,it Serie A,27,1996,19.0,19,10,16,3,0,11,24,45.8,13,18,1,17,13,32,28,0,Matches,giorgos kyriakopoulos,fuzzy:giorgos kiriakopoulos
1409,Luca de la Torre,us USA,MC,Celta Vigo,es La Liga,25,1998,21.7,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,Matches,luca de la torre,exact
1410,Gaëtan Laborde,fr FRA,BU,Nice,fr Ligue 1,29,1994,21.2,18,12,8,4,6,11,30,36.7,19,20,2,18,6,24,8,1,Matches,gaetan laborde,exact
1411,Alexandre Lacazette,fr FRA,BU,Lyon,fr Ligue 1,32,1991,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,Matches,alexandre lacazette,exact
1412,Maxence Lacroix,fr FRA,DC,Wolfsburg,de Bundesliga,23,2000,26.2,48,29,28,18,2,29,41,70.7,12,35,12,23,24,72,121,0,Matches,maxence lacroix,exact
1413,Alban Lafont,fr FRA,G,Nantes,fr Ligue 1,24,1999,27.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,14,0,Matches,alban lafont,exact
1414,Yoel Lago,es ESP,DC,Celta Vigo,es La Liga,19,2004,1.0,2,0,2,0,0,0,0,,0,1,0,1,0,2,2,0,Matches,yoel lago,exact
1415,Aïssa Laïdouni,tn TUN,MC,Union Berlin,de Bundesliga,26,1996,11.9,21,12,4,12,5,4,12,33.3,8,26,2,24,12,33,14,2,Matches,aissa laidouni,exact
1416,Konrad Laimer,at AUT,DD,Bayern Munich,de Bundesliga,26,1997,19.7,56,36,25,20,11,22,52,42.3,30,42,6,36,18,74,13,2,Matches,konrad laimer,exact
1417,Stefan Lainer,at AUT,DD,Gladbach,de Bundesliga,30,1992,8.3,23,16,15,8,0,14,24,58.3,10,13,6,7,5,28,28,0,Matches,stefan lainer,exact
1418,Kenny Lala,mg MAD,DD,Brest,fr Ligue 1,31,1991,33.0,78,51,39,28,11,30,56,53.6,26,27,6,21,28,106,75,1,Matches,kenny lala,exact
1419,Adam Lallana,eng ENG,MOC,Brighton,eng Premier League,35,1988,9.4,8,3,4,4,0,0,4,0.0,4,2,1,1,3,11,1,0,Matches,adam lallana,exact
1420,Mathis Lambourde,fr FRA,ATT,Rennes,fr Ligue 1,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches,mathis lambourde,exact
1421,Érik Lamela,ar ARG,AG,Sevilla,es La Liga,31,1992,5.1,21,14,4,10,7,10,15,66.7,5,12,0,12,1,22,5,0,Matches,erik lamela,exact
1422,Mohamed Lamine Bayo,gn GUI,BU,Le Havre,fr Ligue 1,25,1998,15.4,13,5,2,5,6,2,10,20.0,8,8,1,7,2,15,11,0,Matches,mohamed lamine bayo,lastname:mohamed bayo
1423,Didier Lamkel Zé,cm CMR,BU,Metz,fr Ligue 1,26,1996,6.1,7,2,2,4,1,2,5,40.0,3,4,0,4,0,7,11,0,Matches,didier lamkel ze,exact
1424,Tariq Lamptey,gh GHA,DD,Brighton,eng Premier League,22,2000,10.2,21,14,14,5,2,13,22,59.1,9,7,3,4,6,27,6,0,Matches,tariq lamptey,exact
1425,Bruno Langa,mz MOZ,DG,Almería,es La Liga,25,1997,9.1,17,12,10,5,2,6,14,42.9,8,11,4,7,4,21,33,2,Matches,bruno langa,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1426,Gianluca Lapadula,pe PER,BU,Cagliari,it Serie A,33,1990,13.4,1,1,0,0,1,1,10,10.0,9,2,1,1,2,3,5,0,Matches,gianluca lapadula,exact
1427,Aymeric Laporte,es ESP,DEF,Manchester City,eng Premier League,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches,aymeric laporte,exact
1428,Julien Laporte,fr FRA,DC,Lorient,fr Ligue 1,29,1993,20.2,23,14,15,7,1,16,36,44.4,20,36,26,10,11,34,116,1,Matches,julien laporte,exact
1429,Cyle Larin,ca CAN,BU,Mallorca,es La Liga,28,1995,20.3,17,8,6,4,7,2,7,28.6,5,16,5,11,3,20,17,0,Matches,cyle larin,exact
1430,Yasser Larouci,dz ALG,MG,Sheffield Utd,eng Premier League,22,2001,5.9,17,9,10,5,2,10,14,71.4,4,6,1,5,7,24,20,1,Matches,yasser larouci,exact
1431,Hugo Larsson,se SWE,MC,Eint Frankfurt,de Bundesliga,19,2004,21.0,32,18,18,10,4,15,28,53.6,13,34,7,27,29,61,30,1,Matches,hugo larsson,exact
1432,Jamaal Lascelles,eng ENG,DC,Newcastle Utd,eng Premier League,29,1993,12.0,14,9,7,7,0,6,11,54.5,5,17,12,5,5,19,42,0,Matches,jamaal lascelles,exact
1433,Juanmi Latasa,es ESP,BU,Getafe,es La Liga,22,2001,17.3,9,7,0,6,3,1,11,9.1,10,9,0,9,4,13,21,0,Matches,juanmi latasa,lastname:juan miguel latasa
1434,Toni Lato,es ESP,DLG,Mallorca,es La Liga,25,1997,17.2,38,23,19,13,6,16,27,59.3,11,17,3,14,17,55,27,0,Matches,toni lato,exact
1435,Armand Lauriente,fr FRA,AG,Sassuolo,it Serie A,24,1998,32.3,31,20,8,14,9,13,44,29.5,31,29,4,25,15,46,11,0,Matches,armand lauriente,exact
1436,Roméo Lavia,be BEL,MIL,Chelsea,eng Premier League,19,2004,0.4,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches,romeo lavia,exact
1437,Lázaro,br BRA,AD,Almería,es La Liga,21,2002,3.2,4,1,2,0,2,2,8,25.0,6,4,0,4,1,5,1,0,Matches,lazaro,exact
1438,Valentino Lazaro,at AUT,MG,Torino,it Serie A,27,1996,22.2,18,11,7,9,2,13,19,68.4,6,14,1,13,8,26,29,0,Matches,valentino lazaro,exact
1439,Darko Lazović,rs SRB,AG,Hellas Verona,it Serie A,32,1990,21.4,26,16,11,6,9,16,31,51.6,15,10,1,9,6,32,14,0,Matches,darko lazovic,exact
1440,Manuel Lazzari,it ITA,DD,Lazio,it Serie A,29,1993,18.6,26,18,13,10,3,18,28,64.3,10,20,4,16,12,38,37,1,Matches,manuel lazzari,exact
1441,Théo Le Bris,fr FRA,MG,Lorient,fr Ligue 1,20,2002,16.8,35,22,25,7,3,19,40,47.5,21,24,3,21,12,47,42,0,Matches,theo le bris,exact
1442,Julien Le Cardinal,fr FRA,DC,Brest,fr Ligue 1,25,1997,5.3,19,11,11,7,1,8,12,66.7,4,6,3,3,13,32,26,0,Matches,julien le cardinal,exact
1443,Julien Le Cardinal,fr FRA,DC,Lens,fr Ligue 1,25,1997,0.6,6,2,4,2,0,4,9,44.4,5,2,1,1,0,6,0,0,Matches,julien le cardinal,exact
1444,Jérémy Le Douaron,fr FRA,BU,Brest,fr Ligue 1,25,1998,18.0,21,10,7,9,5,11,26,42.3,15,14,1,13,2,23,10,0,Matches,jeremy le douaron,exact
1445,Enzo Le Fée,fr FRA,MC,Rennes,fr Ligue 1,23,2000,17.0,50,35,23,17,10,23,47,48.9,24,17,3,14,19,69,20,0,Matches,enzo le fee,exact
1446,Vincent Le Goff,fr FRA,MG,Lorient,fr Ligue 1,33,1989,6.0,5,0,4,0,1,4,8,50.0,4,11,3,8,3,8,10,0,Matches,vincent le goff,exact
1447,Robin Le Normand,es ESP,DC,Real Sociedad,es La Liga,26,1996,27.4,31,22,16,15,0,17,30,56.7,13,26,15,11,28,59,96,1,Matches,robin le normand,exact
1448,Nicola Leali,it ITA,G,Genoa,it Serie A,30,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,nicola leali,exact
1449,Rafael Leão,pt POR,AG,Milan,it Serie A,24,1999,27.9,16,10,3,8,5,8,13,61.5,5,15,1,14,9,25,19,0,Matches,rafael leao,exact
1450,Adrien Lebeau,fr FRA,MIL,Brest,fr Ligue 1,24,1999,0.6,0,0,0,0,0,0,3,0.0,3,2,1,1,0,0,1,0,Matches,adrien lebeau,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1451,Jean-Louis Leca,fr FRA,G,Lens,fr Ligue 1,37,1985,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,jean-louis leca,exact
1452,Benjamin Lecomte,fr FRA,G,Montpellier,fr Ligue 1,32,1991,30.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,16,1,Matches,benjamin lecomte,exact
1453,Jeremías Ledesma,ar ARG,G,Cádiz,es La Liga,30,1993,33.9,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,15,3,Matches,jeremias ledesma,exact
1454,Pierre Lees-Melou,fr FRA,MDC,Brest,fr Ligue 1,30,1993,28.0,96,67,51,41,4,49,129,38.0,80,61,11,50,43,139,64,3,Matches,pierre lees-melou,exact
1455,Diogo Leite,pt POR,DC,Union Berlin,de Bundesliga,24,1999,30.0,52,36,31,15,6,25,51,49.0,26,48,22,26,47,99,155,1,Matches,diogo leite,exact
1456,Maxim Leitsch,de GER,DC,Mainz 05,de Bundesliga,25,1998,4.2,6,3,5,1,0,3,6,50.0,3,2,0,2,4,10,13,0,Matches,maxim leitsch,exact
1457,Florian Lejeune,fr FRA,DC,Rayo Vallecano,es La Liga,32,1991,37.0,39,25,26,11,2,19,30,63.3,11,33,18,15,23,62,155,1,Matches,florian lejeune,exact
1458,Stefan Lekovic,rs SRB,DEF,Villarreal,es La Liga,19,2004,0.3,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches,stefan lekovic,exact
1459,Iñigo Lekue,es ESP,DG,Athletic Club,es La Liga,30,1993,22.2,40,22,25,10,5,27,53,50.9,26,24,6,18,15,55,50,0,Matches,inigo lekue,exact
1460,Thomas Lemar,fr FRA,MC,Atlético Madrid,es La Liga,27,1995,1.8,3,1,2,1,0,1,2,50.0,1,0,0,0,0,3,0,0,Matches,thomas lemar,exact
1461,Mario Lemina,ga GAB,MC,Wolves,eng Premier League,29,1993,33.0,90,58,46,33,11,25,47,53.2,22,36,9,27,41,131,64,0,Matches,mario lemina,exact
1462,Álvaro Lemos,es ESP,DD,Las Palmas,es La Liga,30,1993,2.8,4,1,1,3,0,0,2,0.0,2,3,1,2,2,6,4,0,Matches,alvaro lemos,exact
1463,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,20,2003,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches,ruben lendinez,original
1464,Clément Lenglet,fr FRA,DC,Aston Villa,eng Premier League,28,1995,12.8,13,9,7,5,1,7,13,53.8,6,19,11,8,7,20,47,1,Matches,clement lenglet,exact
1465,Bernd Leno,de GER,G,Fulham,eng Premier League,31,1992,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches,bernd leno,exact
1466,Christopher Lenz,de GER,DEF,RB Leipzig,de Bundesliga,28,1994,0.5,2,1,2,0,0,1,1,100.0,0,0,0,0,2,4,2,0,Matches,christopher lenz,exact
1467,Christopher Lenz,de GER,DEF,Eint Frankfurt,de Bundesliga,28,1994,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches,christopher lenz,exact
1468,Johann Lepenant,fr FRA,MDC,Lyon,fr Ligue 1,20,2002,2.8,4,3,2,2,0,1,8,12.5,7,5,0,5,4,8,0,0,Matches,johann lepenant,exact
1469,Jefferson Lerma,co COL,MC,Crystal Palace,eng Premier League,28,1994,26.7,42,25,15,23,4,19,40,47.5,21,31,12,19,36,78,72,0,Matches,jefferson lerma,exact
1470,Léo Leroy,fr FRA,MDC,Montpellier,fr Ligue 1,23,2000,5.5,19,10,8,8,3,6,21,28.6,15,12,3,9,7,26,8,0,Matches,leo leroy,exact
1471,Robert Lewandowski,pl POL,BU,Barcelona,es La Liga,34,1988,30.6,8,5,0,6,2,4,12,33.3,8,13,4,9,9,17,18,0,Matches,robert lewandowski,exact
1472,Jamie Leweling,de GER,AD,Stuttgart,de Bundesliga,22,2001,16.9,18,10,4,6,8,5,17,29.4,12,21,1,20,5,23,13,0,Matches,jamie leweling,exact
1473,Rico Lewis,eng ENG,DD,Manchester City,eng Premier League,18,2004,9.0,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0,Matches,rico lewis,exact
1474,Keane Lewis-Potter,eng ENG,BU,Brentford,eng Premier League,22,2001,16.0,17,7,5,11,1,7,15,46.7,8,10,2,8,7,24,23,0,Matches,keane lewis-potter,exact
1475,Philipp Lienhart,at AUT,DC,Freiburg,de Bundesliga,27,1996,14.1,20,13,14,5,1,13,23,56.5,10,18,11,7,14,34,51,0,Matches,philipp lienhart,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1476,Matthijs de Ligt,nl NED,DC,Bayern Munich,de Bundesliga,23,1999,15.4,15,12,4,8,3,6,11,54.5,5,14,10,4,19,34,52,0,Matches,matthijs de ligt,exact
1477,Victor Lindelöf,se SWE,DC,Manchester Utd,eng Premier League,29,1994,14.8,15,10,8,7,0,5,13,38.5,8,18,9,9,12,27,40,1,Matches,victor lindelof,exact
1478,Jesper Lindstrøm,dk DEN,BU,Napoli,it Serie A,23,2000,4.8,8,3,2,3,3,4,8,50.0,4,3,0,3,2,10,6,0,Matches,jesper lindstrøm,exact
1479,Jesper Lindstrøm,dk DEN,BU,Eint Frankfurt,de Bundesliga,23,2000,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches,jesper lindstrøm,exact
1480,Karol Linetty,pl POL,MC,Torino,it Serie A,28,1995,20.6,30,21,9,20,1,9,29,31.0,20,24,8,16,23,53,27,1,Matches,karol linetty,exact
1481,Samuel Lino,br BRA,MG,Atlético Madrid,es La Liga,23,1999,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0,Matches,samuel lino,exact
