Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,name_norm,match_type
1482,Luca Lipani,it ITA,MDC,Sassuolo,it Serie A,18,2005,4.3,9,7,4,3,2,3,11,27.3,8,9,2,7,6,15,7,0,Matches,luca lipani,exact
1483,Pol Lirola,es ESP,DEF,Frosinone,it Serie A,25,1997,17.1,30,18,14,15,1,17,35,48.6,18,12,1,11,19,49,41,1,Matches,pol lirola,exact
1484,Marcin Listkowski,pl POL,ATT,Lecce,it Serie A,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,marcin listkowski,exact
1485,Valentino Livramento,eng ENG,DD,Newcastle Utd,eng Premier League,20,2002,14.6,23,13,15,6,2,10,21,47.6,11,16,7,9,25,48,41,1,Matches,valentino livramento,fuzzy:tino livramento
1486,Dejan Ljubicic,at AUT,MDC,Köln,de Bundesliga,25,1997,22.8,43,27,20,18,5,20,43,46.5,23,22,2,20,18,61,11,0,Matches,dejan ljubicic,exact
1487,Javier Llabrés,es ESP,MD,Mallorca,es La Liga,20,2002,2.7,3,1,1,1,1,1,2,50.0,1,1,0,1,3,6,4,0,Matches,javier llabres,fuzzy:javi llabres
1488,Diego Llorente,es ESP,DC,Roma,it Serie A,29,1993,24.1,31,19,20,10,1,11,24,45.8,13,40,27,13,22,53,79,0,Matches,diego llorente,exact
1489,Marcos Llorente,es ESP,MC,Atlético Madrid,es La Liga,28,1995,28.5,40,23,18,17,5,16,44,36.4,28,36,11,25,14,54,35,0,Matches,marcos llorente,exact
1490,Gautier Lloris,fr FRA,DC,Le Havre,fr Ligue 1,28,1995,30.9,50,28,40,9,1,28,42,66.7,14,50,30,20,32,82,142,1,Matches,gautier lloris,exact
1491,Abou Lô,sn SEN,MC,Metz,fr Ligue 1,23,2000,2.2,3,1,2,1,0,1,4,25.0,3,5,2,3,4,7,8,0,Matches,abou lo,lastname:ababacar lo
1492,Giovani Lo Celso,ar ARG,MDC,Tottenham,eng Premier League,27,1996,5.6,22,13,10,8,4,9,14,64.3,5,4,1,3,5,27,2,0,Matches,giovani lo celso,exact
1493,Stanislav Lobotka,sk SVK,MC,Napoli,it Serie A,28,1994,36.5,61,39,18,30,13,24,60,40.0,36,30,8,22,30,91,29,0,Matches,stanislav lobotka,exact
1494,Manuel Locatelli,it ITA,MC,Juventus,it Serie A,25,1998,33.4,69,43,24,35,10,31,58,53.4,27,43,17,26,25,94,65,0,Matches,manuel locatelli,exact
1495,Bradley Locko,fr FRA,DG,Brest,fr Ligue 1,21,2002,32.9,97,55,57,34,6,47,80,58.8,33,28,1,27,40,137,69,0,Matches,bradley locko,exact
1496,Tom Lockyer,wls WAL,DC,Luton Town,eng Premier League,28,1994,13.0,25,16,17,6,2,15,22,68.2,7,23,13,10,23,48,68,0,Matches,tom lockyer,exact
1497,Renan Lodi,br BRA,DEF,Marseille,fr Ligue 1,25,1998,13.7,24,16,8,13,3,13,21,61.9,8,7,2,5,16,40,35,0,Matches,renan lodi,exact
1498,Ruben Loftus-Cheek,eng ENG,MIL,Milan,it Serie A,27,1996,23.0,28,18,7,14,7,15,27,55.6,12,24,12,12,9,37,10,1,Matches,ruben loftus-cheek,exact
1499,Elysée Logbo,fr FRA,BU,Le Havre,fr Ligue 1,19,2004,2.8,0,0,0,0,0,0,3,0.0,3,7,3,4,0,0,2,0,Matches,elysee logbo,exact
1500,Enzo Loiodice,fr FRA,MC,Las Palmas,es La Liga,22,2000,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1,Matches,enzo loiodice,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1501,Sean Longstaff,eng ENG,MC,Newcastle Utd,eng Premier League,25,1997,30.5,54,30,17,29,8,24,63,38.1,39,43,7,36,17,71,23,0,Matches,sean longstaff,exact
1502,Ademola Lookman,ng NGA,BU,Atalanta,it Serie A,25,1997,21.0,20,15,2,11,7,8,22,36.4,14,19,0,19,9,29,0,1,Matches,ademola lookman,exact
1503,Noah Loosli,ch SUI,DC,Bochum,de Bundesliga,26,1997,3.8,10,7,6,4,0,7,14,50.0,7,7,1,6,7,17,18,0,Matches,noah loosli,exact
1504,Anthony Lopes,pt POR,G,Lyon,fr Ligue 1,32,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,Matches,anthony lopes,exact
1505,David López,es ESP,DEF,Girona,es La Liga,33,1989,21.8,33,20,21,12,0,17,22,77.3,5,28,19,9,20,53,63,4,Matches,david lopez,exact
1506,Diego López,es ESP,MG,Valencia,es La Liga,21,2002,29.5,37,25,14,16,7,13,56,23.2,43,23,1,22,20,57,12,0,Matches,diego lopez,exact
1507,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20,2003,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9,0,Matches,fermin lopez,original
1508,Javi López,es ESP,DG,Alavés,es La Liga,21,2002,26.5,23,12,11,9,3,15,26,57.7,11,25,9,16,10,33,77,1,Matches,javi lopez,exact
1509,Maxime Lopez,fr FRA,MDC,Fiorentina,it Serie A,25,1997,8.9,18,9,5,10,3,6,12,50.0,6,3,1,2,7,25,6,0,Matches,maxime lopez,exact
1510,Maxime Lopez,fr FRA,MDC,Sassuolo,it Serie A,25,1997,1.6,2,1,1,1,0,1,2,50.0,1,1,1,0,2,4,0,0,Matches,maxime lopez,exact
1511,Pau López,es ESP,G,Marseille,fr Ligue 1,28,1994,32.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,1,Matches,pau lopez,exact
1512,Unai López,es ESP,MC,Rayo Vallecano,es La Liga,27,1995,23.4,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15,2,Matches,unai lopez,exact
1513,Dion Lopy,sn SEN,MIL,Almería,es La Liga,21,2002,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2,Matches,dion lopy,exact
1514,Anthony Losilla,fr FRA,MC,Bochum,de Bundesliga,37,1986,28.6,63,37,15,40,8,23,51,45.1,28,37,8,29,25,88,51,0,Matches,anthony losilla,exact
1515,Jordan Lotomba,ch SUI,DD,Nice,fr Ligue 1,24,1998,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26,1,Matches,jordan lotomba,exact
1516,Tom Louchet,fr FRA,MC,Nice,fr Ligue 1,20,2003,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0,Matches,tom louchet,exact
1517,Imran Louza,ma MAR,MC,Lorient,fr Ligue 1,24,1999,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0,Matches,imran louza,exact
1518,Matteo Lovato,it ITA,DC,Torino,it Serie A,23,2000,6.0,10,7,5,5,0,4,5,80.0,1,9,5,4,13,23,10,0,Matches,matteo lovato,exact
1519,Matteo Lovato,it ITA,DC,Salernitana,it Serie A,23,2000,10.5,27,14,17,8,2,16,24,66.7,8,14,7,7,18,45,41,1,Matches,matteo lovato,exact
1520,Dejan Lovren,hr CRO,DC,Lyon,fr Ligue 1,34,1989,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0,Matches,dejan lovren,exact
1521,Sandi Lovrić,si SVN,MC,Udinese,it Serie A,25,1998,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0,Matches,sandi lovric,exact
1522,Max Lowe,eng ENG,MG,Sheffield Utd,eng Premier League,26,1997,5.6,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15,0,Matches,max lowe,exact
1523,Anthony Lozano,hn HON,BU,Getafe,es La Liga,30,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,anthony lozano,exact
1524,Anthony Lozano,hn HON,BU,Almería,es La Liga,30,1993,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12,0,Matches,anthony lozano,exact
1525,Lucas,br BRA,MIL,Cádiz,es La Liga,22,2001,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0,Matches,lucas,lastname:jean lucas
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1526,Lorenzo Lucca,it ITA,BU,Udinese,it Serie A,22,2000,28.8,19,11,4,11,4,5,20,25.0,15,18,3,15,3,22,36,1,Matches,lorenzo lucca,exact
1527,Jhon Lucumí,co COL,DC,Bologna,it Serie A,25,1998,24.6,48,29,31,17,0,27,36,75.0,9,32,17,15,16,64,68,2,Matches,jhon lucumi,exact
1528,José Luis Gayà,es ESP,DG,Valencia,es La Liga,28,1995,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42,0,Matches,jose luis gaya,lastname:jose gaya
1529,José Luis Morales,es ESP,BU,Villarreal,es La Liga,36,1987,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4,0,Matches,jose luis morales,exact
1530,José Luis Palomino,ar ARG,DEF,Atalanta,it Serie A,33,1990,0.3,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,6,0,Matches,jose luis palomino,exact
1531,Douglas Luiz,br BRA,MC,Aston Villa,eng Premier League,25,1998,33.3,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2,Matches,douglas luiz,exact
1532,Romelu Lukaku,be BEL,ATT,Roma,it Serie A,30,1993,29.3,6,5,1,2,3,2,4,50.0,2,7,1,6,0,6,19,1,Matches,romelu lukaku,exact
1533,Castello Lukeba,fr FRA,DC,RB Leipzig,de Bundesliga,20,2002,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2,Matches,castello lukeba,exact
1534,Dodi Lukebakio,be BEL,BU,Sevilla,es La Liga,25,1997,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0,Matches,dodi lukebakio,exact
1535,Saša Lukić,rs SRB,MDC,Fulham,eng Premier League,26,1996,12.5,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1,Matches,sasa lukic,exact
1536,Karlo Lulić,hr CRO,MIL,Frosinone,it Serie A,27,1996,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches,karlo lulic,exact
1537,Andriy Lunin,ua UKR,G,Real Madrid,es La Liga,24,1999,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,Matches,andriy lunin,exact
1538,Sebastiano Luperto,it ITA,DC,Empoli,it Serie A,26,1996,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1,Matches,sebastiano luperto,exact
1539,Mateus Lusuardi,br BRA,DC,Frosinone,it Serie A,19,2004,2.4,2,1,1,1,0,1,3,33.3,2,4,2,2,4,6,8,0,Matches,mateus lusuardi,exact
1540,Andreas Luthe,de GER,G,Bochum,de Bundesliga,36,1987,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,andreas luthe,exact
1541,Zito Luvumbo,ao ANG,BU,Cagliari,it Serie A,21,2002,21.6,9,6,5,2,2,4,15,26.7,11,19,0,19,1,10,2,0,Matches,zito luvumbo,exact
1542,Charalampos Lykogiannis,gr GRE,DG,Bologna,it Serie A,29,1993,10.0,10,6,5,4,1,5,10,50.0,5,15,5,10,5,15,30,0,Matches,charalampos lykogiannis,exact
1543,Senne Lynen,be BEL,MC,Werder Bremen,de Bundesliga,24,1999,20.0,64,38,33,27,4,30,70,42.9,40,41,8,33,41,105,56,0,Matches,senne lynen,exact
1544,Joshua M'Bahia,ci CIV,DEF,Clermont Foot,fr Ligue 1,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,joshua mbahia,lastname:ivan adnan joshua mbahia
1545,Othmane Maamma,ma MAR,BU,Montpellier,fr Ligue 1,17,2005,1.0,3,3,2,0,1,1,1,100.0,0,3,0,3,0,3,0,0,Matches,othmane maamma,exact
1546,Ian Maatsen,nl NED,AD,Chelsea,eng Premier League,21,2002,2.3,3,2,1,1,1,0,4,0.0,4,4,0,4,3,6,10,0,Matches,ian maatsen,exact
1547,Ian Maatsen,nl NED,AD,Dortmund,de Bundesliga,21,2002,14.0,30,22,15,9,6,16,30,53.3,14,22,4,18,13,43,26,0,Matches,ian maatsen,exact
1548,Alexis Mac Allister,ar ARG,MC,Liverpool,eng Premier League,24,1998,28.9,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1,Matches,alexis mac allister,exact
1549,Deiver Machado,co COL,MG,Lens,fr Ligue 1,29,1993,12.5,24,18,10,10,4,15,20,75.0,5,13,2,11,7,31,8,0,Matches,deiver machado,exact
1550,Darwin Machís,ve VEN,MG,Cádiz,es La Liga,30,1993,8.7,23,14,7,9,7,13,24,54.2,11,8,1,7,4,27,2,0,Matches,darwin machis,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1551,James Maddison,eng ENG,MOC,Tottenham,eng Premier League,26,1996,23.7,33,19,5,18,10,15,29,51.7,14,15,3,12,13,46,10,1,Matches,james maddison,exact
1552,Noni Madueke,eng ENG,AD,Chelsea,eng Premier League,21,2002,11.7,16,10,8,4,4,11,34,32.4,23,11,0,11,4,20,14,0,Matches,noni madueke,exact
1553,Pablo Maffeo,es ESP,DLD,Mallorca,es La Liga,26,1997,16.2,35,22,18,13,4,23,40,57.5,17,12,2,10,10,45,23,0,Matches,pablo maffeo,exact
1554,Gabriel Magalhães,br BRA,DC,Arsenal,eng Premier League,25,1997,33.8,48,28,24,22,2,17,22,77.3,5,44,33,11,31,79,100,1,Matches,gabriel magalhaes,exact
1555,Soungoutou Magassa,fr FRA,DC,Monaco,fr Ligue 1,19,2003,15.0,56,26,22,32,2,26,48,54.2,22,21,4,17,21,77,36,2,Matches,soungoutou magassa,exact
1556,Giulio Maggiore,it ITA,MC,Salernitana,it Serie A,25,1998,20.0,49,29,26,22,1,20,42,47.6,22,27,5,22,24,73,38,0,Matches,giulio maggiore,exact
1557,Matej Maglica,hr CRO,DC,Darmstadt 98,de Bundesliga,24,1998,18.9,35,21,25,10,0,22,36,61.1,14,29,11,18,22,57,92,5,Matches,matej maglica,exact
1558,Giangiacomo Magnani,it ITA,DC,Hellas Verona,it Serie A,27,1995,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,78,118,0,Matches,giangiacomo magnani,exact
1559,Hugo Magnetti,fr FRA,MDC,Brest,fr Ligue 1,25,1998,26.0,49,27,18,26,5,24,58,41.4,34,19,1,18,18,67,18,0,Matches,hugo magnetti,exact
1560,Yohann Magnin,fr FRA,MC,Clermont Foot,fr Ligue 1,26,1997,18.7,49,31,12,32,5,22,47,46.8,25,38,13,25,19,68,26,1,Matches,yohann magnin,exact
1561,Frank Magri,cm CMR,BU,Toulouse,fr Ligue 1,23,1999,16.0,22,14,5,12,5,15,21,71.4,6,16,4,12,4,26,17,0,Matches,frank magri,exact
1562,Harry Maguire,eng ENG,DC,Manchester Utd,eng Premier League,30,1993,18.4,24,17,14,10,0,12,22,54.5,10,33,24,9,25,49,83,1,Matches,harry maguire,exact
1563,Jon Magunazelaia,es ESP,BU,Real Sociedad,es La Liga,22,2001,1.3,5,3,2,3,0,4,8,50.0,4,3,0,3,0,5,2,0,Matches,jon magunazelaia,exact
1564,Adel Mahamoud,km COM,ATT,Nantes,fr Ligue 1,20,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,adel mahamoud,lastname:adel azhardine mahamoud
1565,Arne Maier,de GER,MG,Augsburg,de Bundesliga,24,1999,11.1,14,9,5,8,1,5,14,35.7,9,19,2,17,6,20,11,0,Matches,arne maier,exact
1566,Habib Maïga,ci CIV,MC,Metz,fr Ligue 1,27,1996,1.6,2,2,1,0,1,1,3,33.3,2,2,0,2,4,6,2,0,Matches,habib maiga,exact
1567,Mike Maignan,fr FRA,G,Milan,it Serie A,28,1995,29.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,4,3,Matches,mike maignan,exact
1568,Linton Maina,de GER,AG,Köln,de Bundesliga,24,1999,21.1,18,15,11,5,2,9,28,32.1,19,12,1,11,6,24,12,0,Matches,linton maina,exact
1569,Patrick Mainka,de GER,DC,Heidenheim,de Bundesliga,28,1994,34.0,85,49,58,24,3,38,74,51.4,36,66,32,34,49,134,158,1,Matches,patrick mainka,exact
1570,Kobbie Mainoo,eng ENG,MDC,Manchester Utd,eng Premier League,18,2005,21.4,47,27,20,16,11,21,45,46.7,24,20,12,8,22,69,30,1,Matches,kobbie mainoo,exact
1571,Ainsley Maitland-Niles,eng ENG,MIL,Lyon,fr Ligue 1,25,1997,15.9,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,Matches,ainsley maitland-niles,exact
1572,Radosław Majecki,pl POL,G,Monaco,fr Ligue 1,23,1999,12.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,5,1,Matches,radosław majecki,exact
1573,Lovro Majer,hr CRO,MOC,Rennes,fr Ligue 1,25,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,lovro majer,exact
1574,Lovro Majer,hr CRO,MOC,Wolfsburg,de Bundesliga,25,1998,23.4,39,18,17,22,0,12,31,38.7,19,20,1,19,12,51,13,0,Matches,lovro majer,exact
1575,Jean-Victor Makengo,fr FRA,MC,Lorient,fr Ligue 1,25,1998,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0,Matches,jean-victor makengo,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1576,Jordy Makengo,fr FRA,DG,Freiburg,de Bundesliga,21,2001,11.4,17,11,11,5,1,6,10,60.0,4,16,4,12,11,28,37,0,Matches,jordy makengo,exact
1577,Antoine Makoumbou,cg CGO,MC,Cagliari,it Serie A,25,1998,30.0,41,24,21,15,5,15,30,50.0,15,23,4,19,16,57,27,2,Matches,antoine makoumbou,exact
1578,Nemanja Maksimović,rs SRB,MC,Getafe,es La Liga,28,1995,36.3,65,43,26,31,8,23,41,56.1,18,56,23,33,46,111,61,0,Matches,nemanja maksimovic,exact
1579,Julián Malatini,ar ARG,DC,Werder Bremen,de Bundesliga,22,2001,6.7,18,13,12,3,3,16,24,66.7,8,8,1,7,13,31,26,0,Matches,julian malatini,exact
1580,Daniel Maldini,it ITA,MOC,Monza,it Serie A,21,2001,3.7,3,2,0,2,1,3,6,50.0,3,2,0,2,2,5,1,0,Matches,daniel maldini,exact
1581,Daniel Maldini,it ITA,MOC,Empoli,it Serie A,21,2001,2.9,4,2,0,2,2,2,2,100.0,0,5,0,5,2,6,2,0,Matches,daniel maldini,exact
1582,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,24,1998,28.9,74,48,30,36,8,23,52,44.2,29,62,7,55,25,99,29,0,Matches,youssef maleh,original
1583,Donyell Malen,nl NED,BU,Dortmund,de Bundesliga,24,1999,19.8,11,7,5,3,3,2,6,33.3,4,11,4,7,2,13,8,0,Matches,donyell malen,exact
1584,Ruslan Malinovskyi,ua UKR,MIL,Genoa,it Serie A,30,1993,17.2,35,20,18,11,6,17,41,41.5,24,22,8,14,5,40,16,0,Matches,ruslan malinovskyi,exact
1585,Lennard Maloney,us USA,MDC,Heidenheim,de Bundesliga,23,1999,25.4,43,26,14,24,5,25,59,42.4,34,33,9,24,25,68,88,0,Matches,lennard maloney,exact
1586,Aaron Malouda,fr FRA,ATT,Lille,fr Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,aaron malouda,exact
1587,Giorgi Mamardashvili,ge GEO,G,Valencia,es La Liga,22,2000,36.5,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,Matches,giorgi mamardashvili,exact
1588,David Mamutovic,de GER,MIL,Mainz 05,de Bundesliga,22,2000,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches,david mamutovic,exact
1589,Wilson Manafá,pt POR,DD,Granada,es La Liga,29,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,Matches,wilson manafa,exact
1590,Hianga Mananga Mbock,fr FRA,MIL,Brest,fr Ligue 1,23,1999,0.1,1,0,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,Matches,hianga mananga mbock,lastname:hianga mbock
1591,Gianluca Mancini,it ITA,DC,Roma,it Serie A,27,1996,31.9,34,20,21,11,2,11,27,40.7,16,38,26,12,36,70,77,1,Matches,gianluca mancini,exact
1592,Marco Mancosu,it ITA,MOC,Cagliari,it Serie A,34,1988,1.7,3,0,0,2,1,1,2,50.0,1,0,0,0,0,3,0,0,Matches,marco mancosu,exact
1593,Steve Mandanda,fr FRA,G,Rennes,fr Ligue 1,38,1985,34.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,6,1,Matches,steve mandanda,exact
1594,Christos Mandas,gr GRE,G,Lazio,it Serie A,21,2001,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1,Matches,christos mandas,exact
1595,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29,1994,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,Matches,reinildo mandava,original
1596,Aïssa Mandi,dz ALG,DC,Villarreal,es La Liga,31,1991,12.4,13,8,8,5,0,7,14,50.0,7,10,7,3,8,21,41,0,Matches,aissa mandi,exact
1597,Rolando Mandragora,it ITA,MDC,Fiorentina,it Serie A,26,1997,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,35,18,1,Matches,rolando mandragora,exact
1598,Orel Mangala,be BEL,MC,Nott'ham Forest,eng Premier League,25,1998,17.4,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,Matches,orel mangala,exact
1599,Orel Mangala,be BEL,MC,Lyon,fr Ligue 1,25,1998,4.4,5,3,0,2,3,1,3,33.3,2,3,2,1,5,10,6,0,Matches,orel mangala,exact
1600,Vito Mannone,it ITA,G,Lille,fr Ligue 1,35,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,vito mannone,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
1601,Kostas Manolas,gr GRE,DC,Salernitana,it Serie A,32,1991,5.4,9,5,6,3,0,6,8,75.0,2,10,7,3,2,11,20,0,Matches,kostas manolas,exact
1602,Javier Manquillo,es ESP,DEF,Celta Vigo,es La Liga,29,1994,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,Matches,javier manquillo,exact
1603,Braydon Manu,gh GHA,MC,Darmstadt 98,de Bundesliga,26,1997,1.9,2,0,0,1,1,0,0,,0,1,0,1,0,2,0,0,Matches,braydon manu,exact
1604,Benson Manuel,ao ANG,MD,Burnley,eng Premier League,26,1997,1.3,3,2,2,1,0,0,0,,0,1,0,1,0,3,0,0,Matches,benson manuel,exact
1605,Faitout Maouassa,fr FRA,MG,Granada,es La Liga,25,1998,2.5,8,5,6,1,1,4,5,80.0,1,6,0,6,1,9,3,0,Matches,faitout maouassa,exact
1606,Faitout Maouassa,fr FRA,MG,Lens,fr Ligue 1,25,1998,0.8,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches,faitout maouassa,exact
1607,Marcão,br BRA,DC,Sevilla,es La Liga,27,1996,3.9,9,6,5,4,0,6,10,60.0,4,8,6,2,4,13,11,1,Matches,marcao,exact
1608,Solly March,eng ENG,AD,Brighton,eng Premier League,29,1994,6.2,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0,Matches,solly march,exact
1609,Riccardo Marchizza,it ITA,DG,Frosinone,it Serie A,25,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,Matches,riccardo marchizza,exact
1610,Gian Marco Ferrari,it ITA,DC,Sassuolo,it Serie A,31,1992,25.2,22,10,11,11,0,12,18,66.7,6,28,17,11,25,47,76,0,Matches,gian marco ferrari,exact
1611,Óscar de Marcos,es ESP,DD,Athletic Club,es La Liga,34,1989,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,Matches,oscar de marcos,exact
1612,Alberto Marí,es ESP,BU,Valencia,es La Liga,22,2001,3.1,4,2,0,1,3,1,1,100.0,0,3,0,3,0,4,5,0,Matches,alberto mari,exact
1613,José Mari,es ESP,MIL,Cádiz,es La Liga,35,1987,0.2,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,Matches,jose mari,exact
1614,Pablo Marí,es ESP,DEF,Monza,it Serie A,29,1993,29.1,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1,Matches,pablo mari,exact
1615,José María Giménez,uy URU,DC,Atlético Madrid,es La Liga,28,1995,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,Matches,jose maria gimenez,exact
1616,Mariano,do DOM,"FW,MF",Sevilla,es La Liga,29,1993,2.7,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,Matches,mariano,original
1617,Mirko Marić,hr CRO,BU,Monza,it Serie A,28,1995,3.2,4,0,2,1,1,0,2,0.0,2,4,0,4,2,6,3,0,Matches,mirko maric,exact
1618,Rafa Marín,es ESP,DC,Alavés,es La Liga,21,2002,27.1,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,Matches,rafa marin,exact
1619,Răzvan Marin,ro ROU,MC,Empoli,it Serie A,27,1996,20.2,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2,Matches,razvan marin,exact
1620,Diego Mariño,es ESP,G,Almería,es La Liga,33,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,diego marino,exact
1621,Guillermo Maripán,cl CHI,DC,Monaco,fr Ligue 1,29,1994,19.6,22,8,15,6,1,10,27,37.0,17,26,13,13,30,52,106,4,Matches,guillermo maripan,exact
1622,Mika Mármol,es ESP,DC,Las Palmas,es La Liga,22,2001,35.3,70,42,44,24,2,35,53,66.0,18,39,19,20,44,114,147,2,Matches,mika marmol,exact
1623,Omar Marmoush,eg EGY,BU,Eint Frankfurt,de Bundesliga,24,1999,25.6,21,11,7,8,6,6,16,37.5,10,13,0,13,11,32,7,0,Matches,omar marmoush,exact
1624,Marquinhos,br BRA,ATT,Nantes,fr Ligue 1,20,2003,1.7,3,2,2,0,1,1,4,25.0,3,7,2,5,6,9,1,0,Matches,marquinhos,exact
1625,Marquinhos,br BRA,ATT,Paris S-G,fr Ligue 1,29,1994,17.1,19,11,10,7,2,11,17,64.7,6,29,19,10,17,36,58,1,Matches,marquinhos,exact
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,player,original
